week,factor,priority,budget,policy,allocated,shortfall,leftover,loss,coverage,unused,expected_loss
2011-08-29,1.25,0.8,13509,mean,10808,1310,4131,1874.2,0.8359834731438588,2701,3330.1615384615384
2011-08-29,1.25,0.8,13509,seasonal,13509,3495,9017,4599.4,0.5624139226242645,0,5555.746153846154
2011-08-29,1.25,0.8,13509,equal,10808,2288,5109,2852.2,0.713534493552022,2701,4335.3538461538465
2011-08-29,1.25,0.8,13509,hindsight,7987,0,0,0.0,1.0,5522,4554.461538461538
2011-08-29,1.25,0.95,13509,scenario,13509,1579,7101,1855.1,0.8023037435833229,0,2265.744230769231
2011-08-29,1.25,0.95,13509,mean,10808,1310,4131,1451.05,0.8359834731438588,2701,3263.925
2011-08-29,1.25,0.95,13509,seasonal,13509,3495,9017,3771.1,0.5624139226242645,0,5084.359615384616
2011-08-29,1.25,0.95,13509,equal,10808,2288,5109,2429.05,0.713534493552022,2701,4269.117307692308
2011-08-29,1.25,0.95,13509,hindsight,7987,0,0,0.0,1.0,5522,4911.375
2011-09-05,0.5,0.5,5080,scenario,5080,4707,263,2485.0,0.50577488450231,0,3072.7115384615386
2011-09-05,0.5,0.5,5080,mean,5080,5036,592,2814.0,0.4712305753884922,0,3442.1346153846152
2011-09-05,0.5,0.5,5080,seasonal,5080,5670,1226,3448.0,0.40466190676186475,0,3895.019230769231
2011-09-05,0.5,0.5,5080,equal,5080,5208,764,2986.0,0.4531709365812684,0,4141.173076923077
2011-09-05,0.5,0.5,5080,hindsight,5080,4444,0,2222.0,0.5333893322133557,0,5332.096153846154
2011-09-05,0.5,0.8,5080,scenario,5080,4707,263,3818.2,0.50577488450231,0,4670.776923076923
2011-09-05,0.5,0.8,5080,mean,5080,5036,592,4147.2,0.4712305753884922,0,5040.2
2011-09-05,0.5,0.8,5080,seasonal,5080,5670,1226,4781.2,0.40466190676186475,0,5493.084615384615
2011-09-05,0.5,0.8,5080,equal,5080,5208,764,4319.2,0.4531709365812684,0,5739.238461538462
2011-09-05,0.5,0.8,5080,hindsight,5080,4444,0,3555.2,0.5333893322133557,0,6930.161538461539
2011-09-05,0.5,0.95,5080,scenario,5080,4707,263,4484.8,0.50577488450231,0,5469.809615384615
2011-09-05,0.5,0.95,5080,mean,5080,5036,592,4813.8,0.4712305753884922,0,5839.232692307693
2011-09-05,0.5,0.95,5080,seasonal,5080,5670,1226,5447.8,0.40466190676186475,0,6292.117307692308
2011-09-05,0.5,0.95,5080,equal,5080,5208,764,4985.8,0.4531709365812684,0,6538.2711538461535
2011-09-05,0.5,0.95,5080,hindsight,5080,4444,0,4221.8,0.5333893322133557,0,7729.194230769231
2011-09-05,0.75,0.5,7620,scenario,7516,3661,1653,2657.0,0.6156026879462411,104,2788.596153846154
2011-09-05,0.75,0.5,7620,mean,7620,3769,1865,2817.0,0.6042629147417051,0,3224.0576923076924
2011-09-05,0.75,0.5,7620,seasonal,7620,4554,2650,3602.0,0.5218395632087358,0,3934.75
2011-09-05,0.75,0.5,7620,equal,7620,3558,1654,2606.0,0.6264174716505669,0,4119.596153846154
2011-09-05,0.75,0.5,7620,hindsight,7620,1904,0,952.0,0.8000839983200336,0,4645.9807692307695
2011-09-05,0.75,0.8,7620,scenario,7620,3600,1696,3219.2,0.6220075598488031,0,3624.6615384615384
2011-09-05,0.75,0.8,7620,mean,7620,3769,1865,3388.2,0.6042629147417051,0,4060.123076923077
2011-09-05,0.75,0.8,7620,seasonal,7620,4554,2650,4173.2,0.5218395632087358,0,4770.815384615385
2011-09-05,0.75,0.8,7620,equal,7620,3558,1654,3177.2,0.6264174716505669,0,4955.661538461539
2011-09-05,0.75,0.8,7620,hindsight,7620,1904,0,1523.2,0.8000839983200336,0,5482.046153846154
2011-09-05,0.75,0.95,7620,scenario,7620,3600,1696,3504.8,0.6220075598488031,0,4042.6942307692307
2011-09-05,0.75,0.95,7620,mean,7620,3769,1865,3673.8,0.6042629147417051,0,4478.155769230769
2011-09-05,0.75,0.95,7620,seasonal,7620,4554,2650,4458.8,0.5218395632087358,0,5188.848076923077
2011-09-05,0.75,0.95,7620,equal,7620,3558,1654,3462.8,0.6264174716505669,0,5373.694230769231
2011-09-05,0.75,0.95,7620,hindsight,7620,1904,0,1808.8,0.8000839983200336,0,5900.078846153846
2011-09-05,1.0,0.5,10159,scenario,7516,3661,1653,2657.0,0.6156026879462411,2643,2788.596153846154
2011-09-05,1.0,0.5,10159,mean,10159,3112,3747,3429.5,0.6732465350692987,0,3426.9423076923076
2011-09-05,1.0,0.5,10159,seasonal,10159,3554,4189,3871.5,0.626837463250735,0,4365.365384615385
2011-09-05,1.0,0.5,10159,equal,10159,2348,2983,2665.5,0.753464930701386,0,4376.826923076923
2011-09-05,1.0,0.5,10159,hindsight,9524,0,0,0.0,1.0,635,4213.365384615385
2011-09-05,1.0,0.8,10159,scenario,10159,3338,3973,3465.0,0.6495170096598069,0,3053.9615384615386
2011-09-05,1.0,0.8,10159,mean,10159,3112,3747,3239.0,0.6732465350692987,0,3501.3076923076924
2011-09-05,1.0,0.8,10159,seasonal,10159,3554,4189,3681.0,0.626837463250735,0,4439.7307692307695
2011-09-05,1.0,0.8,10159,equal,10159,2348,2983,2475.0,0.753464930701386,0,4451.192307692308
2011-09-05,1.0,0.8,10159,hindsight,9524,0,0,0.0,1.0,635,4478.2307692307695
2011-09-05,1.0,0.95,10159,scenario,10159,3338,3973,3369.75,0.6495170096598069,0,3091.144230769231
2011-09-05,1.0,0.95,10159,mean,10159,3112,3747,3143.75,0.6732465350692987,0,3538.4903846153848
2011-09-05,1.0,0.95,10159,seasonal,10159,3554,4189,3585.75,0.626837463250735,0,4476.913461538462
2011-09-05,1.0,0.95,10159,equal,10159,2348,2983,2379.75,0.753464930701386,0,4488.375
2011-09-05,1.0,0.95,10159,hindsight,9524,0,0,0.0,1.0,635,4610.663461538462
2011-09-05,1.25,0.5,12699,scenario,7516,3661,1653,2657.0,0.6156026879462411,5183,2788.596153846154
2011-09-05,1.25,0.5,12699,mean,10163,3112,3751,3431.5,0.6732465350692987,2536,3428.096153846154
2011-09-05,1.25,0.5,12699,seasonal,12022,2949,5447,4198.0,0.6903611927761445,677,4844.75
2011-09-05,1.25,0.5,12699,equal,10163,2347,2986,2666.5,0.753569928601428,2536,4377.365384615385
2011-09-05,1.25,0.5,12699,hindsight,9524,0,0,0.0,1.0,3175,4213.365384615385
2011-09-05,1.25,0.8,12699,scenario,12699,2875,6050,3510.0,0.6981310373792524,0,2791.269230769231
2011-09-05,1.25,0.8,12699,mean,10163,3112,3751,3239.8,0.6732465350692987,2536,3501.2615384615383
2011-09-05,1.25,0.8,12699,seasonal,12022,2949,5447,3448.6,0.6903611927761445,677,4360.215384615384
2011-09-05,1.25,0.8,12699,equal,10163,2347,2986,2474.8,0.753569928601428,2536,4450.530769230769
2011-09-05,1.25,0.8,12699,hindsight,9524,0,0,0.0,1.0,3175,4478.2307692307695
2011-09-05,1.25,0.95,12699,scenario,12699,2875,6050,3033.75,0.6981310373792524,0,2447.451923076923
2011-09-05,1.25,0.95,12699,mean,10163,3112,3751,3143.95,0.6732465350692987,2536,3537.8442307692308
2011-09-05,1.25,0.95,12699,seasonal,12022,2949,5447,3073.9,0.6903611927761445,677,4117.948076923077
2011-09-05,1.25,0.95,12699,equal,10163,2347,2986,2378.95,0.753569928601428,2536,4487.113461538462
2011-09-05,1.25,0.95,12699,hindsight,9524,0,0,0.0,1.0,3175,4610.663461538462
2011-09-12,0.5,0.5,5207,scenario,5207,6604,343,3473.5,0.42413672828740845,0,3066.1923076923076
2011-09-12,0.5,0.5,5207,mean,5207,6963,702,3832.5,0.3928322288106034,0,3469.423076923077
2011-09-12,0.5,0.5,5207,seasonal,5207,7203,942,4072.5,0.3719044297174747,0,4163.307692307692
2011-09-12,0.5,0.5,5207,equal,5207,7511,1250,4380.5,0.34504708754795954,0,4120.346153846154
2011-09-12,0.5,0.5,5207,hindsight,5207,6261,0,3130.5,0.4540460411580049,0,4934.538461538462
2011-09-12,0.5,0.8,5207,scenario,5207,6604,343,5351.8,0.42413672828740845,0,4640.038461538462
2011-09-12,0.5,0.8,5207,mean,5207,6963,702,5710.8,0.3928322288106034,0,5043.2692307692305
2011-09-12,0.5,0.8,5207,seasonal,5207,7203,942,5950.8,0.3719044297174747,0,5737.153846153846
2011-09-12,0.5,0.8,5207,equal,5207,7511,1250,6258.8,0.34504708754795954,0,5694.192307692308
2011-09-12,0.5,0.8,5207,hindsight,5207,6261,0,5008.8,0.4540460411580049,0,6508.384615384615
2011-09-12,0.5,0.95,5207,scenario,5207,6604,343,6290.95,0.42413672828740845,0,5426.961538461538
2011-09-12,0.5,0.95,5207,mean,5207,6963,702,6649.95,0.3928322288106034,0,5830.192307692308
2011-09-12,0.5,0.95,5207,seasonal,5207,7203,942,6889.95,0.3719044297174747,0,6524.076923076923
2011-09-12,0.5,0.95,5207,equal,5207,7511,1250,7197.95,0.34504708754795954,0,6481.115384615385
2011-09-12,0.5,0.95,5207,hindsight,5207,6261,0,5947.95,0.4540460411580049,0,7295.307692307692
2011-09-12,0.75,0.5,7810,scenario,7236,5280,1048,3164.0,0.5395884199511685,574,2838.6923076923076
2011-09-12,0.75,0.5,7810,mean,7810,5133,1475,3304.0,0.5524066968957098,0,3299.153846153846
2011-09-12,0.75,0.5,7810,seasonal,7810,5440,1782,3611.0,0.5256365538890827,0,4307.2692307692305
2011-09-12,0.75,0.5,7810,equal,7810,5969,2311,4140.0,0.47950819672131145,0,4106.692307692308
2011-09-12,0.75,0.5,7810,hindsight,7810,3658,0,1829.0,0.6810254621555633,0,4715.115384615385
2011-09-12,0.75,0.8,7810,scenario,7810,4962,1304,4230.4,0.5673177537495641,0,3632.9846153846156
2011-09-12,0.75,0.8,7810,mean,7810,5133,1475,4401.4,0.5524066968957098,0,4092.1
2011-09-12,0.75,0.8,7810,seasonal,7810,5440,1782,4708.4,0.5256365538890827,0,5100.215384615384
2011-09-12,0.75,0.8,7810,equal,7810,5969,2311,5237.4,0.47950819672131145,0,4899.638461538461
2011-09-12,0.75,0.8,7810,hindsight,7810,3658,0,2926.4,0.6810254621555633,0,5508.0615384615385
2011-09-12,0.75,0.95,7810,scenario,7810,4962,1304,4779.1,0.5673177537495641,0,4029.4576923076925
2011-09-12,0.75,0.95,7810,mean,7810,5133,1475,4950.1,0.5524066968957098,0,4488.573076923077
2011-09-12,0.75,0.95,7810,seasonal,7810,5440,1782,5257.1,0.5256365538890827,0,5496.6884615384615
2011-09-12,0.75,0.95,7810,equal,7810,5969,2311,5786.1,0.47950819672131145,0,5296.111538461539
2011-09-12,0.75,0.95,7810,hindsight,7810,3658,0,3475.1,0.6810254621555633,0,5904.534615384616
2011-09-12,1.0,0.5,10414,scenario,7236,5280,1048,3164.0,0.5395884199511685,3178,2838.6923076923076
2011-09-12,1.0,0.5,10414,mean,10414,3979,2925,3452.0,0.6530345308685037,0,3557.923076923077
2011-09-12,1.0,0.5,10414,seasonal,9925,4448,2905,3676.5,0.6121381234740146,489,4702.2692307692305
2011-09-12,1.0,0.5,10414,equal,10414,4640,3586,4113.0,0.5953958841995117,0,4385.884615384615
2011-09-12,1.0,0.5,10414,hindsight,10414,1054,0,527.0,0.9080920823160098,0,4709.576923076923
2011-09-12,1.0,0.8,10414,scenario,10414,4049,2995,3838.2,0.6469305894663411,0,3098.3230769230768
2011-09-12,1.0,0.8,10414,mean,10414,3979,2925,3768.2,0.6530345308685037,0,3569.6692307692306
2011-09-12,1.0,0.8,10414,seasonal,9925,4448,2905,4139.4,0.6121381234740146,489,4860.715384615384
2011-09-12,1.0,0.8,10414,equal,10414,4640,3586,4429.2,0.5953958841995117,0,4397.630769230769
2011-09-12,1.0,0.8,10414,hindsight,10414,1054,0,843.2,0.9080920823160098,0,4721.323076923077
2011-09-12,1.0,0.95,10414,scenario,10414,4049,2995,3996.3,0.6469305894663411,0,3104.1961538461537
2011-09-12,1.0,0.95,10414,mean,10414,3979,2925,3926.3,0.6530345308685037,0,3575.5423076923075
2011-09-12,1.0,0.95,10414,seasonal,9925,4448,2905,4370.85,0.6121381234740146,489,4939.9384615384615
2011-09-12,1.0,0.95,10414,equal,10414,4640,3586,4587.3,0.5953958841995117,0,4403.503846153846
2011-09-12,1.0,0.95,10414,hindsight,10414,1054,0,1001.3,0.9080920823160098,0,4727.196153846154
2011-09-12,1.25,0.5,13017,scenario,7236,5280,1048,3164.0,0.5395884199511685,5781,2838.6923076923076
2011-09-12,1.25,0.5,13017,mean,10416,3979,2927,3453.0,0.6530345308685037,2601,3558.6153846153848
2011-09-12,1.25,0.5,13017,seasonal,9925,4448,2905,3676.5,0.6121381234740146,3092,4702.2692307692305
2011-09-12,1.25,0.5,13017,equal,10416,4638,3586,4112.0,0.5955702825252878,2601,4386.115384615385
2011-09-12,1.25,0.5,13017,hindsight,11468,0,0,0.0,1.0,1549,4435.038461538462
2011-09-12,1.25,0.8,13017,scenario,13017,2739,4288,3048.8,0.7611614928496686,0,2866.0384615384614
2011-09-12,1.25,0.8,13017,mean,10416,3979,2927,3768.6,0.6530345308685037,2601,3569.7615384615383
2011-09-12,1.25,0.8,13017,seasonal,9925,4448,2905,4139.4,0.6121381234740146,3092,4860.715384615384
2011-09-12,1.25,0.8,13017,equal,10416,4638,3586,4427.6,0.5955702825252878,2601,4397.261538461538
2011-09-12,1.25,0.8,13017,hindsight,11468,0,0,0.0,1.0,1549,4130.584615384615
2011-09-12,1.25,0.95,13017,scenario,13017,2739,4288,2816.45,0.7611614928496686,0,2481.4615384615386
2011-09-12,1.25,0.95,13017,mean,10416,3979,2927,3926.4,0.6530345308685037,2601,3575.3346153846155
2011-09-12,1.25,0.95,13017,seasonal,9925,4448,2905,4370.85,0.6121381234740146,3092,4939.9384615384615
2011-09-12,1.25,0.95,13017,equal,10416,4638,3586,4585.4,0.5955702825252878,2601,4402.834615384615
2011-09-12,1.25,0.95,13017,hindsight,11468,0,0,0.0,1.0,1549,3978.357692307692
2011-09-19,0.5,0.5,5344,scenario,5344,5479,192,2835.5,0.48462044962844514,0,2974.75
2011-09-19,0.5,0.5,5344,mean,5344,5841,554,3197.5,0.4505690903960117,0,3410.3653846153848
2011-09-19,0.5,0.5,5344,seasonal,5344,5631,344,2987.5,0.47032264133195373,0,3618.019230769231
2011-09-19,0.5,0.5,5344,equal,5344,6447,1160,3803.5,0.39356598626657885,0,4035.173076923077
2011-09-19,0.5,0.5,5344,hindsight,5344,5287,0,2643.5,0.5026808390555921,0,4351.557692307692
2011-09-19,0.5,0.8,5344,scenario,5344,5479,192,4421.6,0.48462044962844514,0,4465.923076923077
2011-09-19,0.5,0.8,5344,mean,5344,5841,554,4783.6,0.4505690903960117,0,4901.538461538462
2011-09-19,0.5,0.8,5344,seasonal,5344,5631,344,4573.6,0.47032264133195373,0,5109.192307692308
2011-09-19,0.5,0.8,5344,equal,5344,6447,1160,5389.6,0.39356598626657885,0,5526.346153846154
2011-09-19,0.5,0.8,5344,hindsight,5344,5287,0,4229.6,0.5026808390555921,0,5842.7307692307695
2011-09-19,0.5,0.95,5344,scenario,5344,5479,192,5214.65,0.48462044962844514,0,5211.509615384615
2011-09-19,0.5,0.95,5344,mean,5344,5841,554,5576.65,0.4505690903960117,0,5647.125
2011-09-19,0.5,0.95,5344,seasonal,5344,5631,344,5366.65,0.47032264133195373,0,5854.778846153846
2011-09-19,0.5,0.95,5344,equal,5344,6447,1160,6182.65,0.39356598626657885,0,6271.932692307692
2011-09-19,0.5,0.95,5344,hindsight,5344,5287,0,5022.65,0.5026808390555921,0,6588.317307692308
2011-09-19,0.75,0.5,8015,scenario,7226,4117,712,2414.5,0.6127363371272693,789,2787.75
2011-09-19,0.75,0.5,8015,mean,8015,4005,1389,2697.0,0.623271564293105,0,3282.7884615384614
2011-09-19,0.75,0.5,8015,seasonal,8015,3895,1279,2587.0,0.633618662402408,0,3710.6346153846152
2011-09-19,0.75,0.5,8015,equal,8015,4798,2182,3490.0,0.5486783933778572,0,4041.596153846154
2011-09-19,0.75,0.5,8015,hindsight,8015,2616,0,1308.0,0.7539271940551218,0,3986.6346153846152
2011-09-19,0.75,0.8,8015,scenario,8015,3765,1149,3241.8,0.6458470510770389,0,3488.507692307692
2011-09-19,0.75,0.8,8015,mean,8015,4005,1389,3481.8,0.623271564293105,0,3972.6615384615384
2011-09-19,0.75,0.8,8015,seasonal,8015,3895,1279,3371.8,0.633618662402408,0,4400.507692307692
2011-09-19,0.75,0.8,8015,equal,8015,4798,2182,4274.8,0.5486783933778572,0,4731.469230769231
2011-09-19,0.75,0.8,8015,hindsight,8015,2616,0,2092.8,0.7539271940551218,0,4676.507692307692
2011-09-19,0.75,0.95,8015,scenario,8015,3765,1149,3634.2,0.6458470510770389,0,3833.4442307692307
2011-09-19,0.75,0.95,8015,mean,8015,4005,1389,3874.2,0.623271564293105,0,4317.598076923077
2011-09-19,0.75,0.95,8015,seasonal,8015,3895,1279,3764.2,0.633618662402408,0,4745.444230769231
2011-09-19,0.75,0.95,8015,equal,8015,4798,2182,4667.2,0.5486783933778572,0,5076.405769230769
2011-09-19,0.75,0.95,8015,hindsight,8015,2616,0,2485.2,0.7539271940551218,0,5021.444230769231
2011-09-19,1.0,0.5,10687,scenario,7226,4117,712,2414.5,0.6127363371272693,3461,2787.75
2011-09-19,1.0,0.5,10687,mean,10687,2831,2887,2859.0,0.7337033204778478,0,3603.673076923077
2011-09-19,1.0,0.5,10687,seasonal,10687,2610,2666,2638.0,0.7544915812247202,0,4185.057692307692
2011-09-19,1.0,0.5,10687,equal,10687,3450,3506,3478.0,0.6754773774809519,0,4357.826923076923
2011-09-19,1.0,0.5,10687,hindsight,10631,0,0,0.0,1.0,56,3864.596153846154
2011-09-19,1.0,0.8,10687,scenario,10687,2590,2646,2601.2,0.756372871790048,0,2985.869230769231
2011-09-19,1.0,0.8,10687,mean,10687,2831,2887,2842.2,0.7337033204778478,0,3491.9461538461537
2011-09-19,1.0,0.8,10687,seasonal,10687,2610,2666,2621.2,0.7544915812247202,0,4073.3307692307694
2011-09-19,1.0,0.8,10687,equal,10687,3450,3506,3461.2,0.6754773774809519,0,4246.1
2011-09-19,1.0,0.8,10687,hindsight,10631,0,0,0.0,1.0,56,3769.6692307692306
2011-09-19,1.0,0.95,10687,scenario,10687,2590,2646,2592.8,0.756372871790048,0,2930.005769230769
2011-09-19,1.0,0.95,10687,mean,10687,2831,2887,2833.8,0.7337033204778478,0,3436.0826923076925
2011-09-19,1.0,0.95,10687,seasonal,10687,2610,2666,2612.8,0.7544915812247202,0,4017.4673076923077
2011-09-19,1.0,0.95,10687,equal,10687,3450,3506,3452.8,0.6754773774809519,0,4190.236538461539
2011-09-19,1.0,0.95,10687,hindsight,10631,0,0,0.0,1.0,56,3722.2057692307694
2011-09-19,1.25,0.5,13359,scenario,7226,4117,712,2414.5,0.6127363371272693,6133,2787.75
2011-09-19,1.25,0.5,13359,mean,10691,2830,2890,2860.0,0.7337973850061142,2668,3604.903846153846
2011-09-19,1.25,0.5,13359,seasonal,13359,1642,4370,3006.0,0.8455460445865864,0,4886.942307692308
2011-09-19,1.25,0.5,13359,equal,10691,3450,3510,3480.0,0.6754773774809519,2668,4359.25
2011-09-19,1.25,0.5,13359,hindsight,10631,0,0,0.0,1.0,2728,3864.596153846154
2011-09-19,1.25,0.8,13359,scenario,13359,1575,4303,2120.6,0.8518483679804346,0,2802.153846153846
2011-09-19,1.25,0.8,13359,mean,10691,2830,2890,2842.0,0.7337973850061142,2668,3491.976923076923
2011-09-19,1.25,0.8,13359,seasonal,13359,1642,4370,2187.6,0.8455460445865864,0,3973.6153846153848
2011-09-19,1.25,0.8,13359,equal,10691,3450,3510,3462.0,0.6754773774809519,2668,4246.323076923077
2011-09-19,1.25,0.8,13359,hindsight,10631,0,0,0.0,1.0,2728,3769.6692307692306
2011-09-19,1.25,0.95,13359,scenario,13359,1575,4303,1711.4,0.8518483679804346,0,2345.4903846153848
2011-09-19,1.25,0.95,13359,mean,10691,2830,2890,2833.0,0.7337973850061142,2668,3435.5134615384613
2011-09-19,1.25,0.95,13359,seasonal,13359,1642,4370,1778.4,0.8455460445865864,0,3516.951923076923
2011-09-19,1.25,0.95,13359,equal,10691,3450,3510,3453.0,0.6754773774809519,2668,4189.859615384616
2011-09-19,1.25,0.95,13359,hindsight,10631,0,0,0.0,1.0,2728,3722.2057692307694
2011-09-26,0.5,0.5,5258,scenario,5258,4907,602,2754.5,0.4868765031893757,0,3008.980769230769
2011-09-26,0.5,0.5,5258,mean,5258,4936,631,2783.5,0.48384398201401235,0,3365.1346153846152
2011-09-26,0.5,0.5,5258,seasonal,5258,5787,1482,3634.5,0.39485517097145245,0,4005.173076923077
2011-09-26,0.5,0.5,5258,equal,5258,5886,1581,3733.5,0.3845027710969361,0,4064.5576923076924
2011-09-26,0.5,0.5,5258,hindsight,5258,4305,0,2152.5,0.5498274600020914,0,4900.673076923077
2011-09-26,0.5,0.8,5258,scenario,5258,4907,602,4046.0,0.4868765031893757,0,4547.992307692308
2011-09-26,0.5,0.8,5258,mean,5258,4936,631,4075.0,0.48384398201401235,0,4904.1461538461535
2011-09-26,0.5,0.8,5258,seasonal,5258,5787,1482,4926.0,0.39485517097145245,0,5544.184615384615
2011-09-26,0.5,0.8,5258,equal,5258,5886,1581,5025.0,0.3845027710969361,0,5603.569230769231
2011-09-26,0.5,0.8,5258,hindsight,5258,4305,0,3444.0,0.5498274600020914,0,6439.684615384615
2011-09-26,0.5,0.95,5258,scenario,5258,4907,602,4691.75,0.4868765031893757,0,5317.498076923077
2011-09-26,0.5,0.95,5258,mean,5258,4936,631,4720.75,0.48384398201401235,0,5673.651923076923
2011-09-26,0.5,0.95,5258,seasonal,5258,5787,1482,5571.75,0.39485517097145245,0,6313.690384615385
2011-09-26,0.5,0.95,5258,equal,5258,5886,1581,5670.75,0.3845027710969361,0,6373.075
2011-09-26,0.5,0.95,5258,hindsight,5258,4305,0,4089.75,0.5498274600020914,0,7209.190384615385
2011-09-26,0.75,0.5,7887,scenario,7350,3696,1483,2589.5,0.6135104046847224,537,2790.7884615384614
2011-09-26,0.75,0.5,7887,mean,7887,3274,1598,2436.0,0.6576388162710447,0,3202.75
2011-09-26,0.75,0.5,7887,seasonal,7887,4399,2723,3561.0,0.539997908606086,0,4028.9423076923076
2011-09-26,0.75,0.5,7887,equal,7887,4637,2961,3799.0,0.5151103210289658,0,4047.019230769231
2011-09-26,0.75,0.5,7887,hindsight,7887,1676,0,838.0,0.8247411900031371,0,4331.75
2011-09-26,0.75,0.8,7887,scenario,7887,3429,1753,3093.8,0.6414305134372059,0,3541.1
2011-09-26,0.75,0.8,7887,mean,7887,3274,1598,2938.8,0.6576388162710447,0,3953.0615384615385
2011-09-26,0.75,0.8,7887,seasonal,7887,4399,2723,4063.8,0.539997908606086,0,4779.253846153846
2011-09-26,0.75,0.8,7887,equal,7887,4637,2961,4301.8,0.5151103210289658,0,4797.330769230769
2011-09-26,0.75,0.8,7887,hindsight,7887,1676,0,1340.8,0.8247411900031371,0,5082.0615384615385
2011-09-26,0.75,0.95,7887,scenario,7887,3429,1753,3345.2,0.6414305134372059,0,3916.255769230769
2011-09-26,0.75,0.95,7887,mean,7887,3274,1598,3190.2,0.6576388162710447,0,4328.217307692307
2011-09-26,0.75,0.95,7887,seasonal,7887,4399,2723,4315.2,0.539997908606086,0,5154.409615384616
2011-09-26,0.75,0.95,7887,equal,7887,4637,2961,4553.2,0.5151103210289658,0,5172.486538461539
2011-09-26,0.75,0.95,7887,hindsight,7887,1676,0,1592.2,0.8247411900031371,0,5457.217307692307
2011-09-26,1.0,0.5,10516,scenario,7350,3696,1483,2589.5,0.6135104046847224,3166,2790.7884615384614
2011-09-26,1.0,0.5,10516,mean,10516,2196,3149,2672.5,0.7703649482380006,0,3515.980769230769
2011-09-26,1.0,0.5,10516,seasonal,10516,3509,4462,3985.5,0.633064937781031,0,4427.365384615385
2011-09-26,1.0,0.5,10516,equal,10516,3704,4657,4180.5,0.6126738471191049,0,4332.826923076923
2011-09-26,1.0,0.5,10516,hindsight,9563,0,0,0.0,1.0,953,3919.4423076923076
2011-09-26,1.0,0.8,10516,scenario,10516,2339,3292,2529.6,0.7554114817525881,0,3012.0538461538463
2011-09-26,1.0,0.8,10516,mean,10516,2196,3149,2386.6,0.7703649482380006,0,3477.5923076923077
2011-09-26,1.0,0.8,10516,seasonal,10516,3509,4462,3699.6,0.633064937781031,0,4388.976923076923
2011-09-26,1.0,0.8,10516,equal,10516,3704,4657,3894.6,0.6126738471191049,0,4294.4384615384615
2011-09-26,1.0,0.8,10516,hindsight,9563,0,0,0.0,1.0,953,4166.953846153846
2011-09-26,1.0,0.95,10516,scenario,10516,2339,3292,2386.65,0.7554114817525881,0,2992.8596153846156
2011-09-26,1.0,0.95,10516,mean,10516,2196,3149,2243.65,0.7703649482380006,0,3458.398076923077
2011-09-26,1.0,0.95,10516,seasonal,10516,3509,4462,3556.65,0.633064937781031,0,4369.782692307693
2011-09-26,1.0,0.95,10516,equal,10516,3704,4657,3751.65,0.6126738471191049,0,4275.244230769231
2011-09-26,1.0,0.95,10516,hindsight,9563,0,0,0.0,1.0,953,4290.709615384615
2011-09-26,1.25,0.5,13145,scenario,7350,3696,1483,2589.5,0.6135104046847224,5795,2790.7884615384614
2011-09-26,1.25,0.5,13145,mean,10519,2195,3151,2673.0,0.7704695179337028,2626,3516.903846153846
2011-09-26,1.25,0.5,13145,seasonal,13145,2854,6436,4645.0,0.7015580884659626,0,5072.0192307692305
2011-09-26,1.25,0.5,13145,equal,10519,3703,4659,4181.0,0.612778416814807,2626,4333.4807692307695
2011-09-26,1.25,0.5,13145,hindsight,9563,0,0,0.0,1.0,3582,3919.4423076923076
2011-09-26,1.25,0.8,13145,scenario,13145,1411,4993,2127.4,0.8524521593642163,0,2784.5846153846155
2011-09-26,1.25,0.8,13145,mean,10519,2195,3151,2386.2,0.7704695179337028,2626,3477.6153846153848
2011-09-26,1.25,0.8,13145,seasonal,13145,2854,6436,3570.4,0.7015580884659626,0,4244.930769230769
2011-09-26,1.25,0.8,13145,equal,10519,3703,4659,3894.2,0.612778416814807,2626,4294.192307692308
2011-09-26,1.25,0.8,13145,hindsight,9563,0,0,0.0,1.0,3582,4166.953846153846
2011-09-26,1.25,0.95,13145,scenario,13145,1411,4993,1590.1,0.8524521593642163,0,2371.0403846153845
2011-09-26,1.25,0.95,13145,mean,10519,2195,3151,2242.8,0.7704695179337028,2626,3457.971153846154
2011-09-26,1.25,0.95,13145,seasonal,13145,2854,6436,3033.1,0.7015580884659626,0,3831.3865384615383
2011-09-26,1.25,0.95,13145,equal,10519,3703,4659,3750.8,0.612778416814807,2626,4274.548076923077
2011-09-26,1.25,0.95,13145,hindsight,9563,0,0,0.0,1.0,3582,4290.709615384615
2011-10-03,0.5,0.5,5036,scenario,5036,10621,300,5460.5,0.30839356645178095,0,2955.1923076923076
2011-10-03,0.5,0.5,5036,mean,5036,10774,453,5613.5,0.29843068307612164,0,3287.0384615384614
2011-10-03,0.5,0.5,5036,seasonal,5036,11792,1471,6631.5,0.2321416943413427,0,4400.346153846154
2011-10-03,0.5,0.5,5036,equal,5036,11354,1033,6193.5,0.2606628898873478,0,3987.769230769231
2011-10-03,0.5,0.5,5036,hindsight,5036,10321,0,5160.5,0.3279286318942502,0,5115.384615384615
2011-10-03,0.5,0.8,5036,scenario,5036,10621,300,8556.8,0.30839356645178095,0,4489.184615384615
2011-10-03,0.5,0.8,5036,mean,5036,10774,453,8709.8,0.29843068307612164,0,4821.030769230769
2011-10-03,0.5,0.8,5036,seasonal,5036,11792,1471,9727.8,0.2321416943413427,0,5934.338461538461
