week,factor,priority,budget,policy,allocated,shortfall,leftover,loss,coverage,unused,expected_loss
2011-08-01,1.0,0.8,8915,scenario,8915,6705,2505,5865.0,0.48875333587495234,0,3089.5846153846155
2011-08-01,1.0,0.8,8915,mean,8915,6976,2776,6136.0,0.4680899733130004,0,3378.9692307692308
2011-08-01,1.0,0.8,8915,seasonal,8915,7728,3528,6888.0,0.41075104841784216,0,4289.315384615385
2011-08-01,1.0,0.8,8915,equal,8915,7607,3407,6767.0,0.4199771254288982,0,4362.084615384615
2011-08-01,1.0,0.8,8915,hindsight,8915,4200,0,3360.0,0.6797560045749143,0,6034.623076923077
2011-08-01,1.0,0.95,8915,scenario,8915,6705,2505,6495.0,0.48875333587495234,0,3245.6653846153845
2011-08-01,1.0,0.95,8915,mean,8915,6976,2776,6766.0,0.4680899733130004,0,3535.05
2011-08-01,1.0,0.95,8915,seasonal,8915,7728,3528,7518.0,0.41075104841784216,0,4445.3961538461535
2011-08-01,1.0,0.95,8915,equal,8915,7607,3407,7397.0,0.4199771254288982,0,4518.165384615385
2011-08-01,1.0,0.95,8915,hindsight,8915,4200,0,3990.0,0.6797560045749143,0,6190.703846153846
2011-08-01,1.25,0.5,11144,scenario,7291,7249,1425,4337.0,0.4472741136103698,3853,2722.3076923076924
2011-08-01,1.25,0.5,11144,mean,8921,6975,2781,4878.0,0.4681662218833397,2223,3067.576923076923
2011-08-01,1.25,0.5,11144,seasonal,10662,7091,4638,5864.5,0.4593213877239802,482,4367.153846153846
2011-08-01,1.25,0.5,11144,equal,8921,7607,3413,5510.0,0.4199771254288982,2223,4051.923076923077
2011-08-01,1.25,0.5,11144,hindsight,11144,1971,0,985.5,0.8497140678612276,0,5988.0
2011-08-01,1.25,0.8,11144,scenario,11144,6015,4044,5620.8,0.5413648494090736,0,2734.4615384615386
2011-08-01,1.25,0.8,11144,mean,8921,6975,2781,6136.2,0.4681662218833397,2223,3377.9384615384615
2011-08-01,1.25,0.8,11144,seasonal,10662,7091,4638,6600.4,0.4593213877239802,482,4155.215384615384
2011-08-01,1.25,0.8,11144,equal,8921,7607,3413,6768.2,0.4199771254288982,2223,4362.284615384616
2011-08-01,1.25,0.8,11144,hindsight,11144,1971,0,1576.8,0.8497140678612276,0,5631.461538461538
2011-08-01,1.25,0.95,11144,scenario,11144,6015,4044,5916.45,0.5413648494090736,0,2556.1923076923076
2011-08-01,1.25,0.95,11144,mean,8921,6975,2781,6765.3,0.4681662218833397,2223,3533.119230769231
2011-08-01,1.25,0.95,11144,seasonal,10662,7091,4638,6968.35,0.4593213877239802,482,4049.246153846154
2011-08-01,1.25,0.95,11144,equal,8921,7607,3413,7397.3,0.4199771254288982,2223,4517.465384615384
2011-08-01,1.25,0.95,11144,hindsight,11144,1971,0,1872.45,0.8497140678612276,0,5453.192307692308
2011-08-08,0.5,0.5,4680,scenario,4680,4911,114,2512.5,0.4817980373535929,0,3037.9423076923076
2011-08-08,0.5,0.5,4680,mean,4680,5357,560,2958.5,0.43473673103302735,0,3279.6346153846152
2011-08-08,0.5,0.5,4680,seasonal,4680,6407,1610,4008.5,0.3239421757940276,0,4139.057692307692
2011-08-08,0.5,0.5,4680,equal,4680,6176,1379,3777.5,0.3483169779466076,0,3967.673076923077
2011-08-08,0.5,0.5,4680,hindsight,4680,4797,0,2398.5,0.49382716049382713,0,4370.442307692308
2011-08-08,0.5,0.8,4680,scenario,4680,4911,114,3951.6,0.4817980373535929,0,4627.123076923077
2011-08-08,0.5,0.8,4680,mean,4680,5357,560,4397.6,0.43473673103302735,0,4868.815384615385
2011-08-08,0.5,0.8,4680,seasonal,4680,6407,1610,5447.6,0.3239421757940276,0,5728.238461538462
2011-08-08,0.5,0.8,4680,equal,4680,6176,1379,5216.6,0.3483169779466076,0,5556.8538461538465
2011-08-08,0.5,0.8,4680,hindsight,4680,4797,0,3837.6,0.49382716049382713,0,5959.623076923077
2011-08-08,0.5,0.95,4680,scenario,4680,4911,114,4671.15,0.4817980373535929,0,5421.713461538461
2011-08-08,0.5,0.95,4680,mean,4680,5357,560,5117.15,0.43473673103302735,0,5663.405769230769
2011-08-08,0.5,0.95,4680,seasonal,4680,6407,1610,6167.15,0.3239421757940276,0,6522.828846153846
2011-08-08,0.5,0.95,4680,equal,4680,6176,1379,5936.15,0.3483169779466076,0,6351.444230769231
2011-08-08,0.5,0.95,4680,hindsight,4680,4797,0,4557.15,0.49382716049382713,0,6754.213461538461
2011-08-08,0.75,0.5,7021,scenario,7021,3519,1063,2291.0,0.6286799620132953,0,2739.5576923076924
2011-08-08,0.75,0.5,7021,mean,7021,3825,1369,2597.0,0.5963912630579298,0,3028.019230769231
2011-08-08,0.75,0.5,7021,seasonal,7021,5467,3011,4239.0,0.42312968238894166,0,4287.9807692307695
2011-08-08,0.75,0.5,7021,equal,7021,4988,2532,3760.0,0.47367310330273293,0,3917.7884615384614
2011-08-08,0.75,0.5,7021,hindsight,7021,2456,0,1228.0,0.7408462593647779,0,4325.9807692307695
2011-08-08,0.75,0.8,7021,scenario,7021,3519,1063,3027.8,0.6286799620132953,0,3626.4384615384615
2011-08-08,0.75,0.8,7021,mean,7021,3825,1369,3333.8,0.5963912630579298,0,3914.9
2011-08-08,0.75,0.8,7021,seasonal,7021,5467,3011,4975.8,0.42312968238894166,0,5174.861538461539
2011-08-08,0.75,0.8,7021,equal,7021,4988,2532,4496.8,0.47367310330273293,0,4804.669230769231
2011-08-08,0.75,0.8,7021,hindsight,7021,2456,0,1964.8,0.7408462593647779,0,5212.861538461539
2011-08-08,0.75,0.95,7021,scenario,7021,3519,1063,3396.2,0.6286799620132953,0,4069.878846153846
2011-08-08,0.75,0.95,7021,mean,7021,3825,1369,3702.2,0.5963912630579298,0,4358.340384615384
2011-08-08,0.75,0.95,7021,seasonal,7021,5467,3011,5344.2,0.42312968238894166,0,5618.301923076923
2011-08-08,0.75,0.95,7021,equal,7021,4988,2532,4865.2,0.47367310330273293,0,5248.109615384616
2011-08-08,0.75,0.95,7021,hindsight,7021,2456,0,2333.2,0.7408462593647779,0,5656.301923076923
2011-08-08,1.0,0.5,9361,scenario,7041,3506,1070,2288.0,0.6300517041257782,2320,2738.7884615384614
2011-08-08,1.0,0.5,9361,mean,9361,2670,2554,2612.0,0.7182652738208294,0,3163.6346153846152
2011-08-08,1.0,0.5,9361,seasonal,9361,4594,4478,4536.0,0.5152474411733671,0,4658.596153846154
2011-08-08,1.0,0.5,9361,equal,9361,4056,3940,3998.0,0.5720164609053497,0,4121.942307692308
2011-08-08,1.0,0.5,9361,hindsight,9361,116,0,58.0,0.9877598396116914,0,3851.1346153846152
2011-08-08,1.0,0.8,9361,scenario,9361,2741,2625,2717.8,0.7107734515141922,0,3035.746153846154
2011-08-08,1.0,0.8,9361,mean,9361,2670,2554,2646.8,0.7182652738208294,0,3348.5153846153844
2011-08-08,1.0,0.8,9361,seasonal,9361,4594,4478,4570.8,0.5152474411733671,0,4843.476923076923
2011-08-08,1.0,0.8,9361,equal,9361,4056,3940,4032.8,0.5720164609053497,0,4306.823076923077
2011-08-08,1.0,0.8,9361,hindsight,9361,116,0,92.8,0.9877598396116914,0,4036.0153846153844
2011-08-08,1.0,0.95,9361,scenario,9361,2741,2625,2735.2,0.7107734515141922,0,3128.1865384615385
2011-08-08,1.0,0.95,9361,mean,9361,2670,2554,2664.2,0.7182652738208294,0,3440.9557692307694
2011-08-08,1.0,0.95,9361,seasonal,9361,4594,4478,4588.2,0.5152474411733671,0,4935.917307692308
2011-08-08,1.0,0.95,9361,equal,9361,4056,3940,4050.2,0.5720164609053497,0,4399.263461538461
2011-08-08,1.0,0.95,9361,hindsight,9361,116,0,110.2,0.9877598396116914,0,4128.455769230769
2011-08-08,1.25,0.5,11701,scenario,7041,3506,1070,2288.0,0.6300517041257782,4660,2738.7884615384614
2011-08-08,1.25,0.5,11701,mean,9364,2668,2555,2611.5,0.7184763110689036,2337,3164.480769230769
2011-08-08,1.25,0.5,11701,seasonal,11701,3882,6106,4994.0,0.5903767014878126,0,5194.865384615385
2011-08-08,1.25,0.5,11701,equal,9364,4055,3942,3998.5,0.5721219795293869,2337,4122.5192307692305
2011-08-08,1.25,0.5,11701,hindsight,9477,0,0,0.0,1.0,2224,3816.7115384615386
2011-08-08,1.25,0.8,11701,scenario,11701,2263,4487,2707.8,0.7612113538039464,0,2735.976923076923
2011-08-08,1.25,0.8,11701,mean,9364,2668,2555,2645.4,0.7184763110689036,2337,3348.4615384615386
2011-08-08,1.25,0.8,11701,seasonal,11701,3882,6106,4326.8,0.5903767014878126,0,4677.746153846154
2011-08-08,1.25,0.8,11701,equal,9364,4055,3942,4032.4,0.5721219795293869,2337,4306.5
2011-08-08,1.25,0.8,11701,hindsight,9477,0,0,0.0,1.0,2224,3966.7923076923075
2011-08-08,1.25,0.95,11701,scenario,11701,2263,4487,2374.2,0.7612113538039464,0,2477.4173076923075
2011-08-08,1.25,0.95,11701,mean,9364,2668,2555,2662.35,0.7184763110689036,2337,3440.451923076923
2011-08-08,1.25,0.95,11701,seasonal,11701,3882,6106,3993.2,0.5903767014878126,0,4419.1865384615385
2011-08-08,1.25,0.95,11701,equal,9364,4055,3942,4049.35,0.5721219795293869,2337,4398.490384615385
2011-08-08,1.25,0.95,11701,hindsight,9477,0,0,0.0,1.0,2224,4041.8326923076925
2011-08-15,0.5,0.5,4787,scenario,4787,4963,447,2705.0,0.46651617757712566,0,3037.7884615384614
2011-08-15,0.5,0.5,4787,mean,4787,5257,741,2999.0,0.43491346877351394,0,3292.519230769231
2011-08-15,0.5,0.5,4787,seasonal,4787,5455,939,3197.0,0.4136300118241428,0,3772.3653846153848
2011-08-15,0.5,0.5,4787,equal,4787,6103,1587,3845.0,0.3439750618080189,0,4020.25
2011-08-15,0.5,0.5,4787,hindsight,4787,4516,0,2258.0,0.5145651940234333,0,5123.5192307692305
2011-08-15,0.5,0.8,4787,scenario,4787,4963,447,4059.8,0.46651617757712566,0,4648.223076923077
2011-08-15,0.5,0.8,4787,mean,4787,5257,741,4353.8,0.43491346877351394,0,4902.953846153846
2011-08-15,0.5,0.8,4787,seasonal,4787,5455,939,4551.8,0.4136300118241428,0,5382.8
2011-08-15,0.5,0.8,4787,equal,4787,6103,1587,5199.8,0.3439750618080189,0,5630.684615384615
2011-08-15,0.5,0.8,4787,hindsight,4787,4516,0,3612.8,0.5145651940234333,0,6733.953846153846
2011-08-15,0.5,0.95,4787,scenario,4787,4963,447,4737.2,0.46651617757712566,0,5453.440384615385
2011-08-15,0.5,0.95,4787,mean,4787,5257,741,5031.2,0.43491346877351394,0,5708.171153846154
2011-08-15,0.5,0.95,4787,seasonal,4787,5455,939,5229.2,0.4136300118241428,0,6188.017307692307
2011-08-15,0.5,0.95,4787,equal,4787,6103,1587,5877.2,0.3439750618080189,0,6435.901923076923
2011-08-15,0.5,0.95,4787,hindsight,4787,4516,0,4290.2,0.5145651940234333,0,7539.171153846154
2011-08-15,0.75,0.5,7180,scenario,7180,3646,1523,2584.5,0.6080834139524884,0,2718.519230769231
2011-08-15,0.75,0.5,7180,mean,7180,3933,1810,2871.5,0.5772331505965818,0,3037.75
2011-08-15,0.75,0.5,7180,seasonal,7180,4030,1907,2968.5,0.5668064065355262,0,3941.480769230769
2011-08-15,0.75,0.5,7180,equal,7180,4942,2819,3880.5,0.4687735139202408,0,3963.7115384615386
2011-08-15,0.75,0.5,7180,hindsight,7180,2123,0,1061.5,0.7717940449317424,0,4493.9807692307695
2011-08-15,0.75,0.8,7180,scenario,7180,3646,1523,3221.4,0.6080834139524884,0,3611.0538461538463
2011-08-15,0.75,0.8,7180,mean,7180,3933,1810,3508.4,0.5772331505965818,0,3930.2846153846153
2011-08-15,0.75,0.8,7180,seasonal,7180,4030,1907,3605.4,0.5668064065355262,0,4834.015384615384
2011-08-15,0.75,0.8,7180,equal,7180,4942,2819,4517.4,0.4687735139202408,0,4856.246153846154
2011-08-15,0.75,0.8,7180,hindsight,7180,2123,0,1698.4,0.7717940449317424,0,5386.515384615384
2011-08-15,0.75,0.95,7180,scenario,7180,3646,1523,3539.85,0.6080834139524884,0,4057.3211538461537
2011-08-15,0.75,0.95,7180,mean,7180,3933,1810,3826.85,0.5772331505965818,0,4376.551923076923
2011-08-15,0.75,0.95,7180,seasonal,7180,4030,1907,3923.85,0.5668064065355262,0,5280.282692307693
2011-08-15,0.75,0.95,7180,equal,7180,4942,2819,4835.85,0.4687735139202408,0,5302.513461538461
2011-08-15,0.75,0.95,7180,hindsight,7180,2123,0,2016.85,0.7717940449317424,0,5832.782692307693
2011-08-15,1.0,0.5,9574,scenario,7231,3632,1560,2596.0,0.6095883048478985,2343,2716.5576923076924
2011-08-15,1.0,0.5,9574,mean,9574,3042,3313,3177.5,0.673008706868752,0,3183.019230769231
2011-08-15,1.0,0.5,9574,seasonal,9574,2854,3125,2989.5,0.6932172417499731,0,4379.903846153846
2011-08-15,1.0,0.5,9574,equal,9574,3905,4176,4040.5,0.5802429323874019,0,4168.0192307692305
2011-08-15,1.0,0.5,9574,hindsight,9303,0,0,0.0,1.0,271,4079.2884615384614
2011-08-15,1.0,0.8,9574,scenario,9574,2902,3173,2956.2,0.6880576158228529,0,3010.6615384615384
2011-08-15,1.0,0.8,9574,mean,9574,3042,3313,3096.2,0.673008706868752,0,3357.353846153846
2011-08-15,1.0,0.8,9574,seasonal,9574,2854,3125,2908.2,0.6932172417499731,0,4554.238461538462
2011-08-15,1.0,0.8,9574,equal,9574,3905,4176,3959.2,0.5802429323874019,0,4342.3538461538465
2011-08-15,1.0,0.8,9574,hindsight,9303,0,0,0.0,1.0,271,4334.923076923077
2011-08-15,1.0,0.95,9574,scenario,9574,2902,3173,2915.55,0.6880576158228529,0,3097.8288461538464
2011-08-15,1.0,0.95,9574,mean,9574,3042,3313,3055.55,0.673008706868752,0,3444.521153846154
2011-08-15,1.0,0.95,9574,seasonal,9574,2854,3125,2867.55,0.6932172417499731,0,4641.405769230769
2011-08-15,1.0,0.95,9574,equal,9574,3905,4176,3918.55,0.5802429323874019,0,4429.5211538461535
2011-08-15,1.0,0.95,9574,hindsight,9303,0,0,0.0,1.0,271,4462.740384615385
2011-08-15,1.25,0.5,11967,scenario,7231,3632,1560,2596.0,0.6095883048478985,4736,2716.5576923076924
2011-08-15,1.25,0.5,11967,mean,9575,3042,3314,3178.0,0.673008706868752,2392,3183.403846153846
2011-08-15,1.25,0.5,11967,seasonal,11967,2057,4721,3389.0,0.7788885305815328,0,4986.942307692308
2011-08-15,1.25,0.5,11967,equal,9575,3904,4176,4040.0,0.5803504245942169,2392,4167.865384615385
2011-08-15,1.25,0.5,11967,hindsight,9303,0,0,0.0,1.0,2664,4079.2884615384614
2011-08-15,1.25,0.8,11967,scenario,11967,2427,5091,2959.8,0.7391164140599806,0,2716.492307692308
2011-08-15,1.25,0.8,11967,mean,9575,3042,3314,3096.4,0.673008706868752,2392,3357.4384615384615
2011-08-15,1.25,0.8,11967,seasonal,11967,2057,4721,2589.8,0.7788885305815328,0,4443.376923076923
2011-08-15,1.25,0.8,11967,equal,9575,3904,4176,3958.4,0.5803504245942169,2392,4341.9
2011-08-15,1.25,0.8,11967,hindsight,9303,0,0,0.0,1.0,2664,4334.923076923077
2011-08-15,1.25,0.95,11967,scenario,11967,2427,5091,2560.2,0.7391164140599806,0,2444.7096153846155
2011-08-15,1.25,0.95,11967,mean,9575,3042,3314,3055.6,0.673008706868752,2392,3444.4557692307694
2011-08-15,1.25,0.95,11967,seasonal,11967,2057,4721,2190.2,0.7788885305815328,0,4171.594230769231
2011-08-15,1.25,0.95,11967,equal,9575,3904,4176,3917.6,0.5803504245942169,2392,4428.917307692308
2011-08-15,1.25,0.95,11967,hindsight,9303,0,0,0.0,1.0,2664,4462.740384615385
2011-08-22,0.5,0.5,4958,scenario,4958,8021,358,4189.5,0.364471911892877,0,2986.2115384615386
2011-08-22,0.5,0.5,4958,mean,4958,8415,752,4583.5,0.3332541003090088,0,3242.096153846154
2011-08-22,0.5,0.5,4958,seasonal,4958,8206,543,4374.5,0.3498138023928373,0,4102.865384615385
2011-08-22,0.5,0.5,4958,equal,4958,9214,1551,5382.5,0.26994691387370257,0,4019.173076923077
2011-08-22,0.5,0.5,4958,hindsight,4958,7663,0,3831.5,0.39283733460106174,0,5679.788461538462
2011-08-22,0.5,0.8,4958,scenario,4958,8021,358,6488.4,0.364471911892877,0,4540.153846153846
2011-08-22,0.5,0.8,4958,mean,4958,8415,752,6882.4,0.3332541003090088,0,4796.038461538462
2011-08-22,0.5,0.8,4958,seasonal,4958,8206,543,6673.4,0.3498138023928373,0,5656.807692307692
2011-08-22,0.5,0.8,4958,equal,4958,9214,1551,7681.4,0.26994691387370257,0,5573.115384615385
2011-08-22,0.5,0.8,4958,hindsight,4958,7663,0,6130.4,0.39283733460106174,0,7233.7307692307695
2011-08-22,0.5,0.95,4958,scenario,4958,8021,358,7637.85,0.364471911892877,0,5317.125
2011-08-22,0.5,0.95,4958,mean,4958,8415,752,8031.85,0.3332541003090088,0,5573.009615384615
2011-08-22,0.5,0.95,4958,seasonal,4958,8206,543,7822.85,0.3498138023928373,0,6433.778846153846
2011-08-22,0.5,0.95,4958,equal,4958,9214,1551,8830.85,0.26994691387370257,0,6350.086538461538
2011-08-22,0.5,0.95,4958,hindsight,4958,7663,0,7279.85,0.39283733460106174,0,8010.701923076923
2011-08-22,0.75,0.5,7437,scenario,7241,6522,1142,3832.0,0.4832422153553601,196,2715.480769230769
2011-08-22,0.75,0.5,7437,mean,7437,6673,1489,4081.0,0.4712780286823548,0,3040.173076923077
2011-08-22,0.75,0.5,7437,seasonal,7437,6212,1028,3620.0,0.507804452895967,0,4322.673076923077
2011-08-22,0.75,0.5,7437,equal,7437,7980,2796,5388.0,0.36772046589018303,0,3994.403846153846
2011-08-22,0.75,0.5,7437,hindsight,7437,5184,0,2592.0,0.5892560019015926,0,5224.75
2011-08-22,0.75,0.8,7437,scenario,7437,6402,1218,5365.2,0.49275017827430473,0,3525.723076923077
2011-08-22,0.75,0.8,7437,mean,7437,6673,1489,5636.2,0.4712780286823548,0,3850.4153846153845
2011-08-22,0.75,0.8,7437,seasonal,7437,6212,1028,5175.2,0.507804452895967,0,5132.915384615385
2011-08-22,0.75,0.8,7437,equal,7437,7980,2796,6943.2,0.36772046589018303,0,4804.6461538461535
2011-08-22,0.75,0.8,7437,hindsight,7437,5184,0,4147.2,0.5892560019015926,0,6034.992307692308
2011-08-22,0.75,0.95,7437,scenario,7437,6402,1218,6142.8,0.49275017827430473,0,3930.8442307692308
2011-08-22,0.75,0.95,7437,mean,7437,6673,1489,6413.8,0.4712780286823548,0,4255.536538461539
2011-08-22,0.75,0.95,7437,seasonal,7437,6212,1028,5952.8,0.507804452895967,0,5538.036538461539
2011-08-22,0.75,0.95,7437,equal,7437,7980,2796,7720.8,0.36772046589018303,0,5209.767307692307
2011-08-22,0.75,0.95,7437,hindsight,7437,5184,0,4924.8,0.5892560019015926,0,6440.113461538462
2011-08-22,1.0,0.5,9915,scenario,7241,6522,1142,3832.0,0.4832422153553601,2674,2715.480769230769
2011-08-22,1.0,0.5,9915,mean,9915,5343,2637,3990.0,0.576657951033991,0,3242.7884615384614
2011-08-22,1.0,0.5,9915,seasonal,9915,4922,2216,3569.0,0.6100150542746217,0,4802.673076923077
2011-08-22,1.0,0.5,9915,equal,9915,6939,4233,5586.0,0.4502020442120276,0,4236.326923076923
2011-08-22,1.0,0.5,9915,hindsight,9915,2706,0,1353.0,0.7855954361777989,0,4685.057692307692
2011-08-22,1.0,0.8,9915,scenario,9915,5182,2476,4640.8,0.5894144679502417,0,2957.3230769230768
2011-08-22,1.0,0.8,9915,mean,9915,5343,2637,4801.8,0.576657951033991,0,3309.630769230769
2011-08-22,1.0,0.8,9915,seasonal,9915,4922,2216,4380.8,0.6100150542746217,0,4869.515384615384
2011-08-22,1.0,0.8,9915,equal,9915,6939,4233,6397.8,0.4502020442120276,0,4303.169230769231
2011-08-22,1.0,0.8,9915,hindsight,9915,2706,0,2164.8,0.7855954361777989,0,4751.9
2011-08-22,1.0,0.95,9915,scenario,9915,5182,2476,5046.7,0.5894144679502417,0,2990.744230769231
2011-08-22,1.0,0.95,9915,mean,9915,5343,2637,5207.7,0.576657951033991,0,3343.0519230769232
2011-08-22,1.0,0.95,9915,seasonal,9915,4922,2216,4786.7,0.6100150542746217,0,4902.9365384615385
2011-08-22,1.0,0.95,9915,equal,9915,6939,4233,6803.7,0.4502020442120276,0,4336.590384615384
2011-08-22,1.0,0.95,9915,hindsight,9915,2706,0,2570.7,0.7855954361777989,0,4785.321153846154
2011-08-22,1.25,0.5,12394,scenario,7241,6522,1142,3832.0,0.4832422153553601,5153,2715.480769230769
2011-08-22,1.25,0.5,12394,mean,9917,5342,2638,3990.0,0.5767371840583155,2477,3243.2884615384614
2011-08-22,1.25,0.5,12394,seasonal,10584,4697,2660,3678.5,0.6278424847476428,1810,4970.326923076923
2011-08-22,1.25,0.5,12394,equal,9917,6938,4234,5586.0,0.4502812772363521,2477,4236.134615384615
2011-08-22,1.25,0.5,12394,hindsight,12394,227,0,113.5,0.9820141034783297,0,4750.826923076923
2011-08-22,1.25,0.8,12394,scenario,12394,3803,3576,3757.6,0.6986768084937802,0,2698.4692307692308
2011-08-22,1.25,0.8,12394,mean,9917,5342,2638,4801.2,0.5767371840583155,2477,3309.5307692307692
2011-08-22,1.25,0.8,12394,seasonal,10584,4697,2660,4289.6,0.6278424847476428,1810,4836.469230769231
2011-08-22,1.25,0.8,12394,equal,9917,6938,4234,6397.2,0.4502812772363521,2477,4302.376923076923
2011-08-22,1.25,0.8,12394,hindsight,12394,227,0,181.6,0.9820141034783297,0,4073.9692307692308
2011-08-22,1.25,0.95,12394,scenario,12394,3803,3576,3791.65,0.6986768084937802,0,2360.0403846153845
2011-08-22,1.25,0.95,12394,mean,9917,5342,2638,5206.8,0.5767371840583155,2477,3342.651923076923
2011-08-22,1.25,0.95,12394,seasonal,10584,4697,2660,4595.15,0.6278424847476428,1810,4769.540384615385
2011-08-22,1.25,0.95,12394,equal,9917,6938,4234,6802.8,0.4502812772363521,2477,4335.498076923077
2011-08-22,1.25,0.95,12394,hindsight,12394,227,0,215.65,0.9820141034783297,0,3735.5403846153845
2011-08-29,0.5,0.5,5404,scenario,5404,3250,667,1958.5,0.5930887692500313,0,2993.826923076923
2011-08-29,0.5,0.5,5404,mean,5404,3286,703,1994.5,0.5885814448478778,0,3314.173076923077
2011-08-29,0.5,0.5,5404,seasonal,5404,5329,2746,4037.5,0.3327907850256667,0,4992.596153846154
2011-08-29,0.5,0.5,5404,equal,5404,3958,1375,2666.5,0.5044447226743458,0,4115.9807692307695
2011-08-29,0.5,0.5,5404,hindsight,5404,2583,0,1291.5,0.6765994741454864,0,4760.903846153846
2011-08-29,0.5,0.8,5404,scenario,5404,3250,667,2733.4,0.5930887692500313,0,4482.553846153846
2011-08-29,0.5,0.8,5404,mean,5404,3286,703,2769.4,0.5885814448478778,0,4802.9
2011-08-29,0.5,0.8,5404,seasonal,5404,5329,2746,4812.4,0.3327907850256667,0,6481.323076923077
2011-08-29,0.5,0.8,5404,equal,5404,3958,1375,3441.4,0.5044447226743458,0,5604.707692307692
2011-08-29,0.5,0.8,5404,hindsight,5404,2583,0,2066.4,0.6765994741454864,0,6249.630769230769
2011-08-29,0.5,0.95,5404,scenario,5404,3250,667,3120.85,0.5930887692500313,0,5226.917307692308
2011-08-29,0.5,0.95,5404,mean,5404,3286,703,3156.85,0.5885814448478778,0,5547.263461538461
2011-08-29,0.5,0.95,5404,seasonal,5404,5329,2746,5199.85,0.3327907850256667,0,7225.6865384615385
2011-08-29,0.5,0.95,5404,equal,5404,3958,1375,3828.85,0.5044447226743458,0,6349.071153846154
2011-08-29,0.5,0.95,5404,hindsight,5404,2583,0,2453.85,0.6765994741454864,0,6993.994230769231
2011-08-29,0.75,0.5,8105,scenario,7506,2445,1964,2204.5,0.6938775510204082,599,2785.7884615384614
2011-08-29,0.75,0.5,8105,mean,8105,1869,1987,1928.0,0.7659947414548641,0,3152.326923076923
2011-08-29,0.75,0.5,8105,seasonal,8105,4413,4531,4472.0,0.4474771503693502,0,5314.288461538462
2011-08-29,0.75,0.5,8105,equal,8105,2858,2976,2917.0,0.6421685238512583,0,4144.057692307692
2011-08-29,0.75,0.5,8105,hindsight,7987,0,0,0.0,1.0,118,3840.6346153846152
2011-08-29,0.75,0.8,8105,scenario,8105,2329,2447,2352.6,0.7084011518717916,0,3469.8307692307694
2011-08-29,0.75,0.8,8105,mean,8105,1869,1987,1892.6,0.7659947414548641,0,3830.753846153846
2011-08-29,0.75,0.8,8105,seasonal,8105,4413,4531,4436.6,0.4474771503693502,0,5992.715384615384
2011-08-29,0.75,0.8,8105,equal,8105,2858,2976,2881.6,0.6421685238512583,0,4822.484615384616
2011-08-29,0.75,0.8,8105,hindsight,7987,0,0,0.0,1.0,118,4554.461538461538
2011-08-29,0.75,0.95,8105,scenario,8105,2329,2447,2334.9,0.7084011518717916,0,3809.0442307692306
2011-08-29,0.75,0.95,8105,mean,8105,1869,1987,1874.9,0.7659947414548641,0,4169.967307692307
2011-08-29,0.75,0.95,8105,seasonal,8105,4413,4531,4418.9,0.4474771503693502,0,6331.928846153846
2011-08-29,0.75,0.95,8105,equal,8105,2858,2976,2863.9,0.6421685238512583,0,5161.698076923077
2011-08-29,0.75,0.95,8105,hindsight,7987,0,0,0.0,1.0,118,4911.375
2011-08-29,1.0,0.5,10807,scenario,7506,2445,1964,2204.5,0.6938775510204082,3301,2785.7884615384614
2011-08-29,1.0,0.5,10807,mean,10807,1310,4130,2720.0,0.8359834731438588,0,3462.2115384615386
2011-08-29,1.0,0.5,10807,seasonal,10807,3817,6637,5227.0,0.5220984099161137,0,5822.557692307692
2011-08-29,1.0,0.5,10807,equal,10807,2288,5108,3698.0,0.713534493552022,0,4467.788461538462
2011-08-29,1.0,0.5,10807,hindsight,7987,0,0,0.0,1.0,2820,3840.6346153846152
2011-08-29,1.0,0.8,10807,scenario,10807,1832,4652,2396.0,0.770627269312633,0,2931.769230769231
2011-08-29,1.0,0.8,10807,mean,10807,1310,4130,1874.0,0.8359834731438588,0,3330.0384615384614
2011-08-29,1.0,0.8,10807,seasonal,10807,3817,6637,4381.0,0.5220984099161137,0,5690.384615384615
2011-08-29,1.0,0.8,10807,equal,10807,2288,5108,2852.0,0.713534493552022,0,4335.615384615385
2011-08-29,1.0,0.8,10807,hindsight,7987,0,0,0.0,1.0,2820,4554.461538461538
2011-08-29,1.0,0.95,10807,scenario,10807,1832,4652,1973.0,0.770627269312633,0,2865.6826923076924
2011-08-29,1.0,0.95,10807,mean,10807,1310,4130,1451.0,0.8359834731438588,0,3263.951923076923
2011-08-29,1.0,0.95,10807,seasonal,10807,3817,6637,3958.0,0.5220984099161137,0,5624.298076923077
2011-08-29,1.0,0.95,10807,equal,10807,2288,5108,2429.0,0.713534493552022,0,4269.528846153846
2011-08-29,1.0,0.95,10807,hindsight,7987,0,0,0.0,1.0,2820,4911.375
2011-08-29,1.25,0.5,13509,scenario,7506,2445,1964,2204.5,0.6938775510204082,6003,2785.7884615384614
2011-08-29,1.25,0.5,13509,mean,10808,1310,4131,2720.5,0.8359834731438588,2701,3462.6346153846152
2011-08-29,1.25,0.5,13509,seasonal,13509,3495,9017,6256.0,0.5624139226242645,0,6498.5192307692305
2011-08-29,1.25,0.5,13509,equal,10808,2288,5109,3698.5,0.713534493552022,2701,4467.826923076923
2011-08-29,1.25,0.5,13509,hindsight,7987,0,0,0.0,1.0,5522,3840.6346153846152
2011-08-29,1.25,0.8,13509,scenario,13473,1579,7065,2676.2,0.8023037435833229,36,2736.853846153846
