variant,date,budget,touch_limit,policy,residual,forecast_residual_num,forecast_residual,worst_station_residual,moves,touched,unused_budget,net_flow_bound,feasible
primary_24h,2026-03-09,100,0,optimized,5879,335790,5596.5,187,0,0,100,211,True
primary_24h,2026-03-09,100,0,oracle,5879,335790,5596.5,187,0,0,100,211,True
primary_24h,2026-03-09,100,1,no_action,5879,335790,5596.5,187,0,0,100,211,True
primary_24h,2026-03-09,100,1,greedy,5879,335790,5596.5,187,0,0,100,211,True
primary_24h,2026-03-09,100,1,optimized,5879,335790,5596.5,187,0,0,100,211,True
primary_24h,2026-03-09,100,1,oracle,5879,335790,5596.5,187,0,0,100,211,True
primary_24h,2026-03-09,100,2,no_action,5879,335790,5596.5,187,0,0,100,211,True
primary_24h,2026-03-09,100,2,greedy,5749,328030,5467.166666666667,122,65,2,35,211,True
primary_24h,2026-03-09,100,2,optimized,5749,328030,5467.166666666667,122,65,2,35,211,True
primary_24h,2026-03-09,100,2,oracle,5703,328030,5467.166666666667,99,88,2,12,211,True
primary_24h,2026-03-09,100,5,no_action,5879,335790,5596.5,187,0,0,100,211,True
primary_24h,2026-03-09,100,5,greedy,5679,323790,5396.5,87,100,3,0,211,True
primary_24h,2026-03-09,100,5,optimized,5679,323790,5396.5,87,100,3,0,211,True
primary_24h,2026-03-09,100,5,oracle,5679,326590,5443.166666666667,87,100,3,0,211,True
primary_24h,2026-03-09,100,10,no_action,5879,335790,5596.5,187,0,0,100,211,True
primary_24h,2026-03-09,100,10,greedy,5679,323790,5396.5,87,100,3,0,211,True
primary_24h,2026-03-09,100,10,optimized,5679,323790,5396.5,87,100,3,0,211,True
primary_24h,2026-03-09,100,10,oracle,5679,326590,5443.166666666667,87,100,3,0,211,True
primary_24h,2026-03-09,100,20,no_action,5879,335790,5596.5,187,0,0,100,211,True
primary_24h,2026-03-09,100,20,greedy,5679,323790,5396.5,87,100,3,0,211,True
primary_24h,2026-03-09,100,20,optimized,5679,323790,5396.5,87,100,3,0,211,True
primary_24h,2026-03-09,100,20,oracle,5679,326590,5443.166666666667,87,100,3,0,211,True
primary_24h,2026-03-09,100,40,no_action,5879,335790,5596.5,187,0,0,100,211,True
primary_24h,2026-03-09,100,40,greedy,5679,323790,5396.5,87,100,3,0,211,True
primary_24h,2026-03-09,100,40,optimized,5679,323790,5396.5,87,100,3,0,211,True
primary_24h,2026-03-09,100,40,oracle,5679,326590,5443.166666666667,87,100,3,0,211,True
primary_24h,2026-03-09,200,0,no_action,5879,335790,5596.5,187,0,0,200,211,True
primary_24h,2026-03-09,200,0,greedy,5879,335790,5596.5,187,0,0,200,211,True
primary_24h,2026-03-09,200,0,optimized,5879,335790,5596.5,187,0,0,200,211,True
primary_24h,2026-03-09,200,0,oracle,5879,335790,5596.5,187,0,0,200,211,True
primary_24h,2026-03-09,200,1,no_action,5879,335790,5596.5,187,0,0,200,211,True
primary_24h,2026-03-09,200,1,greedy,5879,335790,5596.5,187,0,0,200,211,True
primary_24h,2026-03-09,200,1,optimized,5879,335790,5596.5,187,0,0,200,211,True
primary_24h,2026-03-09,200,1,oracle,5879,335790,5596.5,187,0,0,200,211,True
primary_24h,2026-03-09,200,2,no_action,5879,335790,5596.5,187,0,0,200,211,True
primary_24h,2026-03-09,200,2,greedy,5749,328030,5467.166666666667,122,65,2,135,211,True
primary_24h,2026-03-09,200,2,optimized,5749,328030,5467.166666666667,122,65,2,135,211,True
primary_24h,2026-03-09,200,2,oracle,5703,328030,5467.166666666667,99,88,2,112,211,True
primary_24h,2026-03-09,200,5,no_action,5879,335790,5596.5,187,0,0,200,211,True
primary_24h,2026-03-09,200,5,greedy,5525,311790,5196.5,85,200,5,0,211,True
primary_24h,2026-03-09,200,5,optimized,5525,311790,5196.5,85,200,5,0,211,True
primary_24h,2026-03-09,200,5,oracle,5479,317390,5289.833333333333,72,200,5,0,211,True
primary_24h,2026-03-09,200,10,no_action,5879,335790,5596.5,187,0,0,200,211,True
primary_24h,2026-03-09,200,10,greedy,5525,311790,5196.5,85,200,5,0,211,True
primary_24h,2026-03-09,200,10,optimized,5525,311790,5196.5,85,200,5,0,211,True
primary_24h,2026-03-09,200,10,oracle,5479,317390,5289.833333333333,72,200,5,0,211,True
primary_24h,2026-03-09,200,20,no_action,5879,335790,5596.5,187,0,0,200,211,True
primary_24h,2026-03-09,200,20,greedy,5525,311790,5196.5,85,200,5,0,211,True
primary_24h,2026-03-09,200,20,optimized,5525,311790,5196.5,85,200,5,0,211,True
primary_24h,2026-03-09,200,20,oracle,5479,317390,5289.833333333333,72,200,5,0,211,True
primary_24h,2026-03-09,200,40,no_action,5879,335790,5596.5,187,0,0,200,211,True
primary_24h,2026-03-09,200,40,greedy,5525,311790,5196.5,85,200,5,0,211,True
primary_24h,2026-03-09,200,40,optimized,5525,311790,5196.5,85,200,5,0,211,True
primary_24h,2026-03-09,200,40,oracle,5479,317390,5289.833333333333,72,200,5,0,211,True
primary_24h,2026-03-09,400,0,no_action,5879,335790,5596.5,187,0,0,400,211,True
primary_24h,2026-03-09,400,0,greedy,5879,335790,5596.5,187,0,0,400,211,True
primary_24h,2026-03-09,400,0,optimized,5879,335790,5596.5,187,0,0,400,211,True
primary_24h,2026-03-09,400,0,oracle,5879,335790,5596.5,187,0,0,400,211,True
primary_24h,2026-03-09,400,1,no_action,5879,335790,5596.5,187,0,0,400,211,True
primary_24h,2026-03-09,400,1,greedy,5879,335790,5596.5,187,0,0,400,211,True
primary_24h,2026-03-09,400,1,optimized,5879,335790,5596.5,187,0,0,400,211,True
primary_24h,2026-03-09,400,1,oracle,5879,335790,5596.5,187,0,0,400,211,True
primary_24h,2026-03-09,400,2,no_action,5879,335790,5596.5,187,0,0,400,211,True
primary_24h,2026-03-09,400,2,greedy,5749,328030,5467.166666666667,122,65,2,335,211,True
primary_24h,2026-03-09,400,2,optimized,5749,328030,5467.166666666667,122,65,2,335,211,True
primary_24h,2026-03-09,400,2,oracle,5703,328030,5467.166666666667,99,88,2,312,211,True
primary_24h,2026-03-09,400,5,no_action,5879,335790,5596.5,187,0,0,400,211,True
primary_24h,2026-03-09,400,5,greedy,5525,311550,5192.5,85,202,5,198,211,True
primary_24h,2026-03-09,400,5,optimized,5525,311550,5192.5,85,202,5,198,211,True
primary_24h,2026-03-09,400,5,oracle,5407,314330,5238.833333333333,60,236,5,164,211,True
primary_24h,2026-03-09,400,10,no_action,5879,335790,5596.5,187,0,0,400,211,True
primary_24h,2026-03-09,400,10,greedy,5271,296490,4941.5,60,330,10,70,211,True
primary_24h,2026-03-09,400,10,optimized,5271,296490,4941.5,60,330,10,70,211,True
primary_24h,2026-03-09,400,10,oracle,5131,304670,5077.833333333333,45,374,10,26,211,True
primary_24h,2026-03-09,400,20,no_action,5879,335790,5596.5,187,0,0,400,211,True
primary_24h,2026-03-09,400,20,greedy,5171,287790,4796.5,34,400,15,0,211,True
primary_24h,2026-03-09,400,20,optimized,5171,287790,4796.5,34,400,15,0,211,True
primary_24h,2026-03-09,400,20,oracle,5079,303270,5054.5,44,400,13,0,211,True
primary_24h,2026-03-09,400,40,no_action,5879,335790,5596.5,187,0,0,400,211,True
primary_24h,2026-03-09,400,40,greedy,5171,287790,4796.5,34,400,15,0,211,True
primary_24h,2026-03-09,400,40,optimized,5171,287790,4796.5,34,400,15,0,211,True
primary_24h,2026-03-09,400,40,oracle,5079,303270,5054.5,44,400,13,0,211,True
primary_24h,2026-03-10,0,0,no_action,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,0,greedy,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,0,optimized,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,0,oracle,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,1,no_action,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,1,greedy,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,1,optimized,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,1,oracle,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,2,no_action,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,2,greedy,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,2,optimized,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,2,oracle,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,5,no_action,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,5,greedy,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,5,optimized,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,5,oracle,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,10,no_action,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,10,greedy,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,10,optimized,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,10,oracle,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,20,no_action,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,20,greedy,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,20,optimized,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,20,oracle,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,40,no_action,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,40,greedy,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,40,optimized,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,0,40,oracle,7141,358300,5971.666666666667,201,0,0,0,251,True
primary_24h,2026-03-10,50,0,no_action,7141,358300,5971.666666666667,201,0,0,50,251,True
primary_24h,2026-03-10,50,0,greedy,7141,358300,5971.666666666667,201,0,0,50,251,True
primary_24h,2026-03-10,50,0,optimized,7141,358300,5971.666666666667,201,0,0,50,251,True
primary_24h,2026-03-10,50,0,oracle,7141,358300,5971.666666666667,201,0,0,50,251,True
primary_24h,2026-03-10,50,1,no_action,7141,358300,5971.666666666667,201,0,0,50,251,True
primary_24h,2026-03-10,50,1,greedy,7141,358300,5971.666666666667,201,0,0,50,251,True
primary_24h,2026-03-10,50,1,optimized,7141,358300,5971.666666666667,201,0,0,50,251,True
primary_24h,2026-03-10,50,1,oracle,7141,358300,5971.666666666667,201,0,0,50,251,True
primary_24h,2026-03-10,50,2,no_action,7141,358300,5971.666666666667,201,0,0,50,251,True
primary_24h,2026-03-10,50,2,greedy,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,2,optimized,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,2,oracle,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,5,no_action,7141,358300,5971.666666666667,201,0,0,50,251,True
primary_24h,2026-03-10,50,5,greedy,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,5,optimized,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,5,oracle,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,10,no_action,7141,358300,5971.666666666667,201,0,0,50,251,True
primary_24h,2026-03-10,50,10,greedy,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,10,optimized,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,10,oracle,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,20,no_action,7141,358300,5971.666666666667,201,0,0,50,251,True
primary_24h,2026-03-10,50,20,greedy,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,20,optimized,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,20,oracle,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,40,no_action,7141,358300,5971.666666666667,201,0,0,50,251,True
primary_24h,2026-03-10,50,40,greedy,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,40,optimized,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,50,40,oracle,7041,352300,5871.666666666667,151,50,2,0,251,True
primary_24h,2026-03-10,100,0,no_action,7141,358300,5971.666666666667,201,0,0,100,251,True
primary_24h,2026-03-10,100,0,greedy,7141,358300,5971.666666666667,201,0,0,100,251,True
primary_24h,2026-03-10,100,0,optimized,7141,358300,5971.666666666667,201,0,0,100,251,True
primary_24h,2026-03-10,100,0,oracle,7141,358300,5971.666666666667,201,0,0,100,251,True
primary_24h,2026-03-10,100,1,no_action,7141,358300,5971.666666666667,201,0,0,100,251,True
primary_24h,2026-03-10,100,1,greedy,7141,358300,5971.666666666667,201,0,0,100,251,True
primary_24h,2026-03-10,100,1,optimized,7141,358300,5971.666666666667,201,0,0,100,251,True
primary_24h,2026-03-10,100,1,oracle,7141,358300,5971.666666666667,201,0,0,100,251,True
primary_24h,2026-03-10,100,2,no_action,7141,358300,5971.666666666667,201,0,0,100,251,True
primary_24h,2026-03-10,100,2,greedy,6985,348940,5815.666666666667,123,78,2,22,251,True
primary_24h,2026-03-10,100,2,optimized,6985,348940,5815.666666666667,123,78,2,22,251,True
primary_24h,2026-03-10,100,2,oracle,6949,351840,5864.0,105,96,2,4,251,True
primary_24h,2026-03-10,100,5,no_action,7141,358300,5971.666666666667,201,0,0,100,251,True
primary_24h,2026-03-10,100,5,greedy,6941,346300,5771.666666666667,101,100,3,0,251,True
primary_24h,2026-03-10,100,5,optimized,6941,346300,5771.666666666667,101,100,3,0,251,True
primary_24h,2026-03-10,100,5,oracle,6941,351360,5856.0,101,100,3,0,251,True
primary_24h,2026-03-10,100,10,no_action,7141,358300,5971.666666666667,201,0,0,100,251,True
primary_24h,2026-03-10,100,10,greedy,6941,346300,5771.666666666667,101,100,3,0,251,True
primary_24h,2026-03-10,100,10,optimized,6941,346300,5771.666666666667,101,100,3,0,251,True
primary_24h,2026-03-10,100,10,oracle,6941,351360,5856.0,101,100,3,0,251,True
primary_24h,2026-03-10,100,20,no_action,7141,358300,5971.666666666667,201,0,0,100,251,True
primary_24h,2026-03-10,100,20,greedy,6941,346300,5771.666666666667,101,100,3,0,251,True
primary_24h,2026-03-10,100,20,optimized,6941,346300,5771.666666666667,101,100,3,0,251,True
primary_24h,2026-03-10,100,20,oracle,6941,351360,5856.0,101,100,3,0,251,True
primary_24h,2026-03-10,100,40,no_action,7141,358300,5971.666666666667,201,0,0,100,251,True
primary_24h,2026-03-10,100,40,greedy,6941,346300,5771.666666666667,101,100,3,0,251,True
primary_24h,2026-03-10,100,40,optimized,6941,346300,5771.666666666667,101,100,3,0,251,True
primary_24h,2026-03-10,100,40,oracle,6941,351360,5856.0,101,100,3,0,251,True
primary_24h,2026-03-10,200,0,no_action,7141,358300,5971.666666666667,201,0,0,200,251,True
primary_24h,2026-03-10,200,0,greedy,7141,358300,5971.666666666667,201,0,0,200,251,True
primary_24h,2026-03-10,200,0,optimized,7141,358300,5971.666666666667,201,0,0,200,251,True
primary_24h,2026-03-10,200,0,oracle,7141,358300,5971.666666666667,201,0,0,200,251,True
primary_24h,2026-03-10,200,1,no_action,7141,358300,5971.666666666667,201,0,0,200,251,True
primary_24h,2026-03-10,200,1,greedy,7141,358300,5971.666666666667,201,0,0,200,251,True
primary_24h,2026-03-10,200,1,optimized,7141,358300,5971.666666666667,201,0,0,200,251,True
primary_24h,2026-03-10,200,1,oracle,7141,358300,5971.666666666667,201,0,0,200,251,True
primary_24h,2026-03-10,200,2,no_action,7141,358300,5971.666666666667,201,0,0,200,251,True
primary_24h,2026-03-10,200,2,greedy,6985,348940,5815.666666666667,123,78,2,122,251,True
primary_24h,2026-03-10,200,2,optimized,6985,348940,5815.666666666667,123,78,2,122,251,True
primary_24h,2026-03-10,200,2,oracle,6949,351840,5864.0,105,96,2,104,251,True
primary_24h,2026-03-10,200,5,no_action,7141,358300,5971.666666666667,201,0,0,200,251,True
primary_24h,2026-03-10,200,5,greedy,6761,335540,5592.333333333333,96,190,5,10,251,True
primary_24h,2026-03-10,200,5,optimized,6761,335540,5592.333333333333,96,190,5,10,251,True
primary_24h,2026-03-10,200,5,oracle,6741,343280,5721.333333333333,78,200,4,0,251,True
primary_24h,2026-03-10,200,10,no_action,7141,358300,5971.666666666667,201,0,0,200,251,True
primary_24h,2026-03-10,200,10,greedy,6741,334300,5571.666666666667,85,200,6,0,251,True
primary_24h,2026-03-10,200,10,optimized,6741,334300,5571.666666666667,85,200,6,0,251,True
primary_24h,2026-03-10,200,10,oracle,6741,343280,5721.333333333333,78,200,4,0,251,True
primary_24h,2026-03-10,200,20,no_action,7141,358300,5971.666666666667,201,0,0,200,251,True
primary_24h,2026-03-10,200,20,greedy,6741,334300,5571.666666666667,85,200,6,0,251,True
primary_24h,2026-03-10,200,20,optimized,6741,334300,5571.666666666667,85,200,6,0,251,True
primary_24h,2026-03-10,200,20,oracle,6741,343280,5721.333333333333,78,200,4,0,251,True
primary_24h,2026-03-10,200,40,no_action,7141,358300,5971.666666666667,201,0,0,200,251,True
primary_24h,2026-03-10,200,40,greedy,6741,334300,5571.666666666667,85,200,6,0,251,True
primary_24h,2026-03-10,200,40,optimized,6741,334300,5571.666666666667,85,200,6,0,251,True
primary_24h,2026-03-10,200,40,oracle,6741,343280,5721.333333333333,78,200,4,0,251,True
primary_24h,2026-03-10,400,0,no_action,7141,358300,5971.666666666667,201,0,0,400,251,True
primary_24h,2026-03-10,400,0,greedy,7141,358300,5971.666666666667,201,0,0,400,251,True
primary_24h,2026-03-10,400,0,optimized,7141,358300,5971.666666666667,201,0,0,400,251,True
primary_24h,2026-03-10,400,0,oracle,7141,358300,5971.666666666667,201,0,0,400,251,True
primary_24h,2026-03-10,400,1,no_action,7141,358300,5971.666666666667,201,0,0,400,251,True
primary_24h,2026-03-10,400,1,greedy,7141,358300,5971.666666666667,201,0,0,400,251,True
primary_24h,2026-03-10,400,1,optimized,7141,358300,5971.666666666667,201,0,0,400,251,True
primary_24h,2026-03-10,400,1,oracle,7141,358300,5971.666666666667,201,0,0,400,251,True
primary_24h,2026-03-10,400,2,no_action,7141,358300,5971.666666666667,201,0,0,400,251,True
primary_24h,2026-03-10,400,2,greedy,6985,348940,5815.666666666667,123,78,2,322,251,True
primary_24h,2026-03-10,400,2,optimized,6985,348940,5815.666666666667,123,78,2,322,251,True
primary_24h,2026-03-10,400,2,oracle,6949,351840,5864.0,105,96,2,304,251,True
primary_24h,2026-03-10,400,5,no_action,7141,358300,5971.666666666667,201,0,0,400,251,True
primary_24h,2026-03-10,400,5,greedy,6761,335540,5592.333333333333,96,190,5,210,251,True
primary_24h,2026-03-10,400,5,optimized,6761,335540,5592.333333333333,96,190,5,210,251,True
primary_24h,2026-03-10,400,5,oracle,6597,338160,5636.0,68,272,5,128,251,True
primary_24h,2026-03-10,400,10,no_action,7141,358300,5971.666666666667,201,0,0,400,251,True
primary_24h,2026-03-10,400,10,greedy,6471,318280,5304.666666666667,66,335,10,65,251,True
primary_24h,2026-03-10,400,10,optimized,6471,318280,5304.666666666667,66,335,10,65,251,True
primary_24h,2026-03-10,400,10,oracle,6341,331300,5521.666666666667,61,400,10,0,251,True
primary_24h,2026-03-10,400,20,no_action,7141,358300,5971.666666666667,201,0,0,400,251,True
primary_24h,2026-03-10,400,20,greedy,6365,310300,5171.666666666667,57,400,15,0,251,True
primary_24h,2026-03-10,400,20,optimized,6365,310300,5171.666666666667,57,400,15,0,251,True
primary_24h,2026-03-10,400,20,oracle,6341,331300,5521.666666666667,61,400,10,0,251,True
primary_24h,2026-03-10,400,40,no_action,7141,358300,5971.666666666667,201,0,0,400,251,True
primary_24h,2026-03-10,400,40,greedy,6365,310300,5171.666666666667,57,400,15,0,251,True
primary_24h,2026-03-10,400,40,optimized,6365,310300,5171.666666666667,57,400,15,0,251,True
primary_24h,2026-03-10,400,40,oracle,6341,331300,5521.666666666667,61,400,10,0,251,True
primary_24h,2026-03-11,0,0,no_action,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,0,greedy,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,0,optimized,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,0,oracle,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,1,no_action,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,1,greedy,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,1,optimized,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,1,oracle,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,2,no_action,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,2,greedy,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,2,optimized,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,2,oracle,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,5,no_action,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,5,greedy,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,5,optimized,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,5,oracle,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,10,no_action,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,10,greedy,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,10,optimized,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,10,oracle,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,20,no_action,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,20,greedy,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,20,optimized,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,20,oracle,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,40,no_action,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,40,greedy,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,40,optimized,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,0,40,oracle,7000,343970,5732.833333333333,217,0,0,0,260,True
primary_24h,2026-03-11,50,0,no_action,7000,343970,5732.833333333333,217,0,0,50,260,True
primary_24h,2026-03-11,50,0,greedy,7000,343970,5732.833333333333,217,0,0,50,260,True
primary_24h,2026-03-11,50,0,optimized,7000,343970,5732.833333333333,217,0,0,50,260,True
primary_24h,2026-03-11,50,0,oracle,7000,343970,5732.833333333333,217,0,0,50,260,True
primary_24h,2026-03-11,50,1,no_action,7000,343970,5732.833333333333,217,0,0,50,260,True
primary_24h,2026-03-11,50,1,greedy,7000,343970,5732.833333333333,217,0,0,50,260,True
primary_24h,2026-03-11,50,1,optimized,7000,343970,5732.833333333333,217,0,0,50,260,True
primary_24h,2026-03-11,50,1,oracle,7000,343970,5732.833333333333,217,0,0,50,260,True
primary_24h,2026-03-11,50,2,no_action,7000,343970,5732.833333333333,217,0,0,50,260,True
primary_24h,2026-03-11,50,2,greedy,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,2,optimized,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,2,oracle,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,5,no_action,7000,343970,5732.833333333333,217,0,0,50,260,True
primary_24h,2026-03-11,50,5,greedy,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,5,optimized,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,5,oracle,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,10,no_action,7000,343970,5732.833333333333,217,0,0,50,260,True
primary_24h,2026-03-11,50,10,greedy,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,10,optimized,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,10,oracle,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,20,no_action,7000,343970,5732.833333333333,217,0,0,50,260,True
primary_24h,2026-03-11,50,20,greedy,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,20,optimized,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,20,oracle,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,40,no_action,7000,343970,5732.833333333333,217,0,0,50,260,True
primary_24h,2026-03-11,50,40,greedy,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,40,optimized,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,50,40,oracle,6900,337970,5632.833333333333,167,50,2,0,260,True
primary_24h,2026-03-11,100,0,no_action,7000,343970,5732.833333333333,217,0,0,100,260,True
primary_24h,2026-03-11,100,0,greedy,7000,343970,5732.833333333333,217,0,0,100,260,True
primary_24h,2026-03-11,100,0,optimized,7000,343970,5732.833333333333,217,0,0,100,260,True
primary_24h,2026-03-11,100,0,oracle,7000,343970,5732.833333333333,217,0,0,100,260,True
primary_24h,2026-03-11,100,1,no_action,7000,343970,5732.833333333333,217,0,0,100,260,True
primary_24h,2026-03-11,100,1,greedy,7000,343970,5732.833333333333,217,0,0,100,260,True
primary_24h,2026-03-11,100,1,optimized,7000,343970,5732.833333333333,217,0,0,100,260,True
primary_24h,2026-03-11,100,1,oracle,7000,343970,5732.833333333333,217,0,0,100,260,True
primary_24h,2026-03-11,100,2,no_action,7000,343970,5732.833333333333,217,0,0,100,260,True
primary_24h,2026-03-11,100,2,greedy,6846,334770,5579.5,140,77,2,23,260,True
primary_24h,2026-03-11,100,2,optimized,6846,334770,5579.5,140,77,2,23,260,True
primary_24h,2026-03-11,100,2,oracle,6838,334770,5579.5,136,81,2,19,260,True
primary_24h,2026-03-11,100,5,no_action,7000,343970,5732.833333333333,217,0,0,100,260,True
primary_24h,2026-03-11,100,5,greedy,6800,331970,5532.833333333333,117,100,3,0,260,True
primary_24h,2026-03-11,100,5,optimized,6800,331970,5532.833333333333,117,100,3,0,260,True
primary_24h,2026-03-11,100,5,oracle,6800,332490,5541.5,117,100,3,0,260,True
primary_24h,2026-03-11,100,10,no_action,7000,343970,5732.833333333333,217,0,0,100,260,True
primary_24h,2026-03-11,100,10,greedy,6800,331970,5532.833333333333,117,100,3,0,260,True
primary_24h,2026-03-11,100,10,optimized,6800,331970,5532.833333333333,117,100,3,0,260,True
primary_24h,2026-03-11,100,10,oracle,6800,332490,5541.5,117,100,3,0,260,True
primary_24h,2026-03-11,100,20,no_action,7000,343970,5732.833333333333,217,0,0,100,260,True
primary_24h,2026-03-11,100,20,greedy,6800,331970,5532.833333333333,117,100,3,0,260,True
primary_24h,2026-03-11,100,20,optimized,6800,331970,5532.833333333333,117,100,3,0,260,True
