variant,date,budget,touch_limit,policy,residual,forecast_residual_num,forecast_residual,worst_station_residual,moves,touched,unused_budget,net_flow_bound,feasible
primary_24h,2026-03-02,0,0,no_action,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,0,greedy,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,0,optimized,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,0,oracle,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,1,no_action,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,1,greedy,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,1,optimized,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,1,oracle,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,2,no_action,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,2,greedy,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,2,optimized,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,2,oracle,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,5,no_action,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,5,greedy,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,5,optimized,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,5,oracle,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,10,no_action,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,10,greedy,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,10,optimized,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,10,oracle,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,20,no_action,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,20,greedy,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,20,optimized,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,20,oracle,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,40,no_action,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,40,greedy,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,40,optimized,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,0,40,oracle,6002,339280,5654.666666666667,192,0,0,0,226,True
primary_24h,2026-03-02,50,0,no_action,6002,339280,5654.666666666667,192,0,0,50,226,True
primary_24h,2026-03-02,50,0,greedy,6002,339280,5654.666666666667,192,0,0,50,226,True
primary_24h,2026-03-02,50,0,optimized,6002,339280,5654.666666666667,192,0,0,50,226,True
primary_24h,2026-03-02,50,0,oracle,6002,339280,5654.666666666667,192,0,0,50,226,True
primary_24h,2026-03-02,50,1,no_action,6002,339280,5654.666666666667,192,0,0,50,226,True
primary_24h,2026-03-02,50,1,greedy,6002,339280,5654.666666666667,192,0,0,50,226,True
primary_24h,2026-03-02,50,1,optimized,6002,339280,5654.666666666667,192,0,0,50,226,True
primary_24h,2026-03-02,50,1,oracle,6002,339280,5654.666666666667,192,0,0,50,226,True
primary_24h,2026-03-02,50,2,no_action,6002,339280,5654.666666666667,192,0,0,50,226,True
primary_24h,2026-03-02,50,2,greedy,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,2,optimized,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,2,oracle,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,5,no_action,6002,339280,5654.666666666667,192,0,0,50,226,True
primary_24h,2026-03-02,50,5,greedy,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,5,optimized,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,5,oracle,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,10,no_action,6002,339280,5654.666666666667,192,0,0,50,226,True
primary_24h,2026-03-02,50,10,greedy,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,10,optimized,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,10,oracle,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,20,no_action,6002,339280,5654.666666666667,192,0,0,50,226,True
primary_24h,2026-03-02,50,20,greedy,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,20,optimized,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,20,oracle,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,40,no_action,6002,339280,5654.666666666667,192,0,0,50,226,True
primary_24h,2026-03-02,50,40,greedy,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,40,optimized,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,50,40,oracle,5902,333280,5554.666666666667,142,50,2,0,226,True
primary_24h,2026-03-02,100,0,no_action,6002,339280,5654.666666666667,192,0,0,100,226,True
primary_24h,2026-03-02,100,0,greedy,6002,339280,5654.666666666667,192,0,0,100,226,True
primary_24h,2026-03-02,100,0,optimized,6002,339280,5654.666666666667,192,0,0,100,226,True
primary_24h,2026-03-02,100,0,oracle,6002,339280,5654.666666666667,192,0,0,100,226,True
primary_24h,2026-03-02,100,1,no_action,6002,339280,5654.666666666667,192,0,0,100,226,True
primary_24h,2026-03-02,100,1,greedy,6002,339280,5654.666666666667,192,0,0,100,226,True
primary_24h,2026-03-02,100,1,optimized,6002,339280,5654.666666666667,192,0,0,100,226,True
primary_24h,2026-03-02,100,1,oracle,6002,339280,5654.666666666667,192,0,0,100,226,True
primary_24h,2026-03-02,100,2,no_action,6002,339280,5654.666666666667,192,0,0,100,226,True
primary_24h,2026-03-02,100,2,greedy,5876,331340,5522.333333333333,125,67,2,33,226,True
primary_24h,2026-03-02,100,2,optimized,5876,331340,5522.333333333333,125,67,2,33,226,True
primary_24h,2026-03-02,100,2,oracle,5874,332280,5538.0,128,64,2,36,226,True
primary_24h,2026-03-02,100,5,no_action,6002,339280,5654.666666666667,192,0,0,100,226,True
primary_24h,2026-03-02,100,5,greedy,5808,327280,5454.666666666667,92,100,3,0,226,True
primary_24h,2026-03-02,100,5,optimized,5808,327280,5454.666666666667,92,100,3,0,226,True
primary_24h,2026-03-02,100,5,oracle,5802,327960,5466.0,92,100,3,0,226,True
primary_24h,2026-03-02,100,10,no_action,6002,339280,5654.666666666667,192,0,0,100,226,True
primary_24h,2026-03-02,100,10,greedy,5808,327280,5454.666666666667,92,100,3,0,226,True
primary_24h,2026-03-02,100,10,optimized,5808,327280,5454.666666666667,92,100,3,0,226,True
primary_24h,2026-03-02,100,10,oracle,5802,327960,5466.0,92,100,3,0,226,True
primary_24h,2026-03-02,100,20,no_action,6002,339280,5654.666666666667,192,0,0,100,226,True
primary_24h,2026-03-02,100,20,greedy,5808,327280,5454.666666666667,92,100,3,0,226,True
primary_24h,2026-03-02,100,20,optimized,5808,327280,5454.666666666667,92,100,3,0,226,True
primary_24h,2026-03-02,100,20,oracle,5802,327960,5466.0,92,100,3,0,226,True
primary_24h,2026-03-02,100,40,no_action,6002,339280,5654.666666666667,192,0,0,100,226,True
primary_24h,2026-03-02,100,40,greedy,5808,327280,5454.666666666667,92,100,3,0,226,True
primary_24h,2026-03-02,100,40,optimized,5808,327280,5454.666666666667,92,100,3,0,226,True
primary_24h,2026-03-02,100,40,oracle,5802,327960,5466.0,92,100,3,0,226,True
primary_24h,2026-03-02,200,0,no_action,6002,339280,5654.666666666667,192,0,0,200,226,True
primary_24h,2026-03-02,200,0,greedy,6002,339280,5654.666666666667,192,0,0,200,226,True
primary_24h,2026-03-02,200,0,optimized,6002,339280,5654.666666666667,192,0,0,200,226,True
primary_24h,2026-03-02,200,0,oracle,6002,339280,5654.666666666667,192,0,0,200,226,True
primary_24h,2026-03-02,200,1,no_action,6002,339280,5654.666666666667,192,0,0,200,226,True
primary_24h,2026-03-02,200,1,greedy,6002,339280,5654.666666666667,192,0,0,200,226,True
primary_24h,2026-03-02,200,1,optimized,6002,339280,5654.666666666667,192,0,0,200,226,True
primary_24h,2026-03-02,200,1,oracle,6002,339280,5654.666666666667,192,0,0,200,226,True
primary_24h,2026-03-02,200,2,no_action,6002,339280,5654.666666666667,192,0,0,200,226,True
primary_24h,2026-03-02,200,2,greedy,5876,331340,5522.333333333333,125,67,2,133,226,True
primary_24h,2026-03-02,200,2,optimized,5876,331340,5522.333333333333,125,67,2,133,226,True
primary_24h,2026-03-02,200,2,oracle,5874,332280,5538.0,128,64,2,136,226,True
primary_24h,2026-03-02,200,5,no_action,6002,339280,5654.666666666667,192,0,0,200,226,True
primary_24h,2026-03-02,200,5,greedy,5624,315280,5254.666666666667,64,200,5,0,226,True
primary_24h,2026-03-02,200,5,optimized,5624,315280,5254.666666666667,64,200,5,0,226,True
primary_24h,2026-03-02,200,5,oracle,5618,317200,5286.666666666667,64,192,5,8,226,True
primary_24h,2026-03-02,200,10,no_action,6002,339280,5654.666666666667,192,0,0,200,226,True
primary_24h,2026-03-02,200,10,greedy,5624,315280,5254.666666666667,64,200,5,0,226,True
primary_24h,2026-03-02,200,10,optimized,5624,315280,5254.666666666667,64,200,5,0,226,True
primary_24h,2026-03-02,200,10,oracle,5602,316240,5270.666666666667,57,200,6,0,226,True
primary_24h,2026-03-02,200,20,no_action,6002,339280,5654.666666666667,192,0,0,200,226,True
primary_24h,2026-03-02,200,20,greedy,5624,315280,5254.666666666667,64,200,5,0,226,True
primary_24h,2026-03-02,200,20,optimized,5624,315280,5254.666666666667,64,200,5,0,226,True
primary_24h,2026-03-02,200,20,oracle,5602,316240,5270.666666666667,57,200,6,0,226,True
primary_24h,2026-03-02,200,40,no_action,6002,339280,5654.666666666667,192,0,0,200,226,True
primary_24h,2026-03-02,200,40,greedy,5624,315280,5254.666666666667,64,200,5,0,226,True
primary_24h,2026-03-02,200,40,optimized,5624,315280,5254.666666666667,64,200,5,0,226,True
primary_24h,2026-03-02,200,40,oracle,5602,316240,5270.666666666667,57,200,6,0,226,True
primary_24h,2026-03-02,400,0,no_action,6002,339280,5654.666666666667,192,0,0,400,226,True
primary_24h,2026-03-02,400,0,greedy,6002,339280,5654.666666666667,192,0,0,400,226,True
primary_24h,2026-03-02,400,0,optimized,6002,339280,5654.666666666667,192,0,0,400,226,True
primary_24h,2026-03-02,400,0,oracle,6002,339280,5654.666666666667,192,0,0,400,226,True
primary_24h,2026-03-02,400,1,no_action,6002,339280,5654.666666666667,192,0,0,400,226,True
primary_24h,2026-03-02,400,1,greedy,6002,339280,5654.666666666667,192,0,0,400,226,True
primary_24h,2026-03-02,400,1,optimized,6002,339280,5654.666666666667,192,0,0,400,226,True
primary_24h,2026-03-02,400,1,oracle,6002,339280,5654.666666666667,192,0,0,400,226,True
primary_24h,2026-03-02,400,2,no_action,6002,339280,5654.666666666667,192,0,0,400,226,True
primary_24h,2026-03-02,400,2,greedy,5876,331340,5522.333333333333,125,67,2,333,226,True
primary_24h,2026-03-02,400,2,optimized,5876,331340,5522.333333333333,125,67,2,333,226,True
primary_24h,2026-03-02,400,2,oracle,5874,332280,5538.0,128,64,2,336,226,True
primary_24h,2026-03-02,400,5,no_action,6002,339280,5654.666666666667,192,0,0,400,226,True
primary_24h,2026-03-02,400,5,greedy,5624,314160,5236.0,64,210,5,190,226,True
primary_24h,2026-03-02,400,5,optimized,5624,314160,5236.0,64,210,5,190,226,True
primary_24h,2026-03-02,400,5,oracle,5618,317200,5286.666666666667,64,192,5,208,226,True
primary_24h,2026-03-02,400,10,no_action,6002,339280,5654.666666666667,192,0,0,400,226,True
primary_24h,2026-03-02,400,10,greedy,5412,299420,4990.333333333333,41,335,10,65,226,True
primary_24h,2026-03-02,400,10,optimized,5412,299420,4990.333333333333,41,335,10,65,226,True
primary_24h,2026-03-02,400,10,oracle,5322,301040,5017.333333333333,39,340,10,60,226,True
primary_24h,2026-03-02,400,20,no_action,6002,339280,5654.666666666667,192,0,0,400,226,True
primary_24h,2026-03-02,400,20,greedy,5292,291280,4854.666666666667,37,400,14,0,226,True
primary_24h,2026-03-02,400,20,optimized,5292,291280,4854.666666666667,37,400,14,0,226,True
primary_24h,2026-03-02,400,20,oracle,5202,297720,4962.0,36,400,15,0,226,True
primary_24h,2026-03-02,400,40,no_action,6002,339280,5654.666666666667,192,0,0,400,226,True
primary_24h,2026-03-02,400,40,greedy,5292,291280,4854.666666666667,37,400,14,0,226,True
primary_24h,2026-03-02,400,40,optimized,5292,291280,4854.666666666667,37,400,14,0,226,True
primary_24h,2026-03-02,400,40,oracle,5202,297720,4962.0,36,400,15,0,226,True
primary_24h,2026-03-03,0,0,no_action,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,0,greedy,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,0,optimized,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,0,oracle,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,1,no_action,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,1,greedy,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,1,optimized,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,1,oracle,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,2,no_action,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,2,greedy,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,2,optimized,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,2,oracle,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,5,no_action,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,5,greedy,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,5,optimized,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,5,oracle,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,10,no_action,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,10,greedy,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,10,optimized,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,10,oracle,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,20,no_action,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,20,greedy,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,20,optimized,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,20,oracle,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,40,no_action,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,40,greedy,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,40,optimized,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,0,40,oracle,7301,360510,6008.5,228,0,0,0,267,True
primary_24h,2026-03-03,50,0,no_action,7301,360510,6008.5,228,0,0,50,267,True
primary_24h,2026-03-03,50,0,greedy,7301,360510,6008.5,228,0,0,50,267,True
primary_24h,2026-03-03,50,0,optimized,7301,360510,6008.5,228,0,0,50,267,True
primary_24h,2026-03-03,50,0,oracle,7301,360510,6008.5,228,0,0,50,267,True
primary_24h,2026-03-03,50,1,no_action,7301,360510,6008.5,228,0,0,50,267,True
primary_24h,2026-03-03,50,1,greedy,7301,360510,6008.5,228,0,0,50,267,True
primary_24h,2026-03-03,50,1,optimized,7301,360510,6008.5,228,0,0,50,267,True
primary_24h,2026-03-03,50,1,oracle,7301,360510,6008.5,228,0,0,50,267,True
primary_24h,2026-03-03,50,2,no_action,7301,360510,6008.5,228,0,0,50,267,True
primary_24h,2026-03-03,50,2,greedy,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,2,optimized,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,2,oracle,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,5,no_action,7301,360510,6008.5,228,0,0,50,267,True
primary_24h,2026-03-03,50,5,greedy,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,5,optimized,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,5,oracle,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,10,no_action,7301,360510,6008.5,228,0,0,50,267,True
primary_24h,2026-03-03,50,10,greedy,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,10,optimized,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,10,oracle,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,20,no_action,7301,360510,6008.5,228,0,0,50,267,True
primary_24h,2026-03-03,50,20,greedy,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,20,optimized,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,20,oracle,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,40,no_action,7301,360510,6008.5,228,0,0,50,267,True
primary_24h,2026-03-03,50,40,greedy,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,40,optimized,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,50,40,oracle,7201,354510,5908.5,178,50,2,0,267,True
primary_24h,2026-03-03,100,0,no_action,7301,360510,6008.5,228,0,0,100,267,True
primary_24h,2026-03-03,100,0,greedy,7301,360510,6008.5,228,0,0,100,267,True
primary_24h,2026-03-03,100,0,optimized,7301,360510,6008.5,228,0,0,100,267,True
primary_24h,2026-03-03,100,0,oracle,7301,360510,6008.5,228,0,0,100,267,True
primary_24h,2026-03-03,100,1,no_action,7301,360510,6008.5,228,0,0,100,267,True
primary_24h,2026-03-03,100,1,greedy,7301,360510,6008.5,228,0,0,100,267,True
primary_24h,2026-03-03,100,1,optimized,7301,360510,6008.5,228,0,0,100,267,True
primary_24h,2026-03-03,100,1,oracle,7301,360510,6008.5,228,0,0,100,267,True
primary_24h,2026-03-03,100,2,no_action,7301,360510,6008.5,228,0,0,100,267,True
primary_24h,2026-03-03,100,2,greedy,7155,351790,5863.166666666667,155,73,2,27,267,True
primary_24h,2026-03-03,100,2,optimized,7155,351790,5863.166666666667,155,73,2,27,267,True
primary_24h,2026-03-03,100,2,oracle,7101,351790,5863.166666666667,128,100,2,0,267,True
primary_24h,2026-03-03,100,5,no_action,7301,360510,6008.5,228,0,0,100,267,True
primary_24h,2026-03-03,100,5,greedy,7101,348510,5808.5,128,100,3,0,267,True
primary_24h,2026-03-03,100,5,optimized,7101,348510,5808.5,128,100,3,0,267,True
primary_24h,2026-03-03,100,5,oracle,7101,351790,5863.166666666667,128,100,2,0,267,True
primary_24h,2026-03-03,100,10,no_action,7301,360510,6008.5,228,0,0,100,267,True
primary_24h,2026-03-03,100,10,greedy,7101,348510,5808.5,128,100,3,0,267,True
primary_24h,2026-03-03,100,10,optimized,7101,348510,5808.5,128,100,3,0,267,True
primary_24h,2026-03-03,100,10,oracle,7101,351790,5863.166666666667,128,100,2,0,267,True
primary_24h,2026-03-03,100,20,no_action,7301,360510,6008.5,228,0,0,100,267,True
primary_24h,2026-03-03,100,20,greedy,7101,348510,5808.5,128,100,3,0,267,True
primary_24h,2026-03-03,100,20,optimized,7101,348510,5808.5,128,100,3,0,267,True
primary_24h,2026-03-03,100,20,oracle,7101,351790,5863.166666666667,128,100,2,0,267,True
primary_24h,2026-03-03,100,40,no_action,7301,360510,6008.5,228,0,0,100,267,True
primary_24h,2026-03-03,100,40,greedy,7101,348510,5808.5,128,100,3,0,267,True
primary_24h,2026-03-03,100,40,optimized,7101,348510,5808.5,128,100,3,0,267,True
primary_24h,2026-03-03,100,40,oracle,7101,351790,5863.166666666667,128,100,2,0,267,True
primary_24h,2026-03-03,200,0,no_action,7301,360510,6008.5,228,0,0,200,267,True
primary_24h,2026-03-03,200,0,greedy,7301,360510,6008.5,228,0,0,200,267,True
primary_24h,2026-03-03,200,0,optimized,7301,360510,6008.5,228,0,0,200,267,True
primary_24h,2026-03-03,200,0,oracle,7301,360510,6008.5,228,0,0,200,267,True
primary_24h,2026-03-03,200,1,no_action,7301,360510,6008.5,228,0,0,200,267,True
primary_24h,2026-03-03,200,1,greedy,7301,360510,6008.5,228,0,0,200,267,True
primary_24h,2026-03-03,200,1,optimized,7301,360510,6008.5,228,0,0,200,267,True
primary_24h,2026-03-03,200,1,oracle,7301,360510,6008.5,228,0,0,200,267,True
primary_24h,2026-03-03,200,2,no_action,7301,360510,6008.5,228,0,0,200,267,True
primary_24h,2026-03-03,200,2,greedy,7155,351790,5863.166666666667,155,73,2,127,267,True
primary_24h,2026-03-03,200,2,optimized,7155,351790,5863.166666666667,155,73,2,127,267,True
primary_24h,2026-03-03,200,2,oracle,7067,351790,5863.166666666667,111,117,2,83,267,True
primary_24h,2026-03-03,200,5,no_action,7301,360510,6008.5,228,0,0,200,267,True
primary_24h,2026-03-03,200,5,greedy,6931,337570,5626.166666666667,72,192,5,8,267,True
primary_24h,2026-03-03,200,5,optimized,6931,337570,5626.166666666667,72,192,5,8,267,True
primary_24h,2026-03-03,200,5,oracle,6901,346310,5771.833333333333,65,200,4,0,267,True
primary_24h,2026-03-03,200,10,no_action,7301,360510,6008.5,228,0,0,200,267,True
primary_24h,2026-03-03,200,10,greedy,6913,336510,5608.5,72,200,6,0,267,True
primary_24h,2026-03-03,200,10,optimized,6913,336510,5608.5,72,200,6,0,267,True
primary_24h,2026-03-03,200,10,oracle,6901,346310,5771.833333333333,65,200,4,0,267,True
primary_24h,2026-03-03,200,20,no_action,7301,360510,6008.5,228,0,0,200,267,True
primary_24h,2026-03-03,200,20,greedy,6913,336510,5608.5,72,200,6,0,267,True
primary_24h,2026-03-03,200,20,optimized,6913,336510,5608.5,72,200,6,0,267,True
primary_24h,2026-03-03,200,20,oracle,6901,346310,5771.833333333333,65,200,4,0,267,True
primary_24h,2026-03-03,200,40,no_action,7301,360510,6008.5,228,0,0,200,267,True
primary_24h,2026-03-03,200,40,greedy,6913,336510,5608.5,72,200,6,0,267,True
primary_24h,2026-03-03,200,40,optimized,6913,336510,5608.5,72,200,6,0,267,True
primary_24h,2026-03-03,200,40,oracle,6901,346310,5771.833333333333,65,200,4,0,267,True
primary_24h,2026-03-03,400,0,no_action,7301,360510,6008.5,228,0,0,400,267,True
primary_24h,2026-03-03,400,0,greedy,7301,360510,6008.5,228,0,0,400,267,True
primary_24h,2026-03-03,400,0,optimized,7301,360510,6008.5,228,0,0,400,267,True
primary_24h,2026-03-03,400,0,oracle,7301,360510,6008.5,228,0,0,400,267,True
primary_24h,2026-03-03,400,1,no_action,7301,360510,6008.5,228,0,0,400,267,True
primary_24h,2026-03-03,400,1,greedy,7301,360510,6008.5,228,0,0,400,267,True
primary_24h,2026-03-03,400,1,optimized,7301,360510,6008.5,228,0,0,400,267,True
primary_24h,2026-03-03,400,1,oracle,7301,360510,6008.5,228,0,0,400,267,True
primary_24h,2026-03-03,400,2,no_action,7301,360510,6008.5,228,0,0,400,267,True
primary_24h,2026-03-03,400,2,greedy,7155,351790,5863.166666666667,155,73,2,327,267,True
primary_24h,2026-03-03,400,2,optimized,7155,351790,5863.166666666667,155,73,2,327,267,True
primary_24h,2026-03-03,400,2,oracle,7067,351790,5863.166666666667,111,117,2,283,267,True
primary_24h,2026-03-03,400,5,no_action,7301,360510,6008.5,228,0,0,400,267,True
primary_24h,2026-03-03,400,5,greedy,6931,337570,5626.166666666667,72,192,5,208,267,True
primary_24h,2026-03-03,400,5,optimized,6931,337570,5626.166666666667,72,192,5,208,267,True
primary_24h,2026-03-03,400,5,oracle,6789,344150,5735.833333333333,64,256,5,144,267,True
primary_24h,2026-03-03,400,10,no_action,7301,360510,6008.5,228,0,0,400,267,True
primary_24h,2026-03-03,400,10,greedy,6671,320570,5342.833333333333,62,335,10,65,267,True
primary_24h,2026-03-03,400,10,optimized,6671,320570,5342.833333333333,62,335,10,65,267,True
primary_24h,2026-03-03,400,10,oracle,6513,332870,5547.833333333333,55,394,10,6,267,True
primary_24h,2026-03-03,400,20,no_action,7301,360510,6008.5,228,0,0,400,267,True
primary_24h,2026-03-03,400,20,greedy,6569,312510,5208.5,50,400,14,0,267,True
primary_24h,2026-03-03,400,20,optimized,6569,312510,5208.5,50,400,14,0,267,True
primary_24h,2026-03-03,400,20,oracle,6501,332150,5535.833333333333,55,400,11,0,267,True
primary_24h,2026-03-03,400,40,no_action,7301,360510,6008.5,228,0,0,400,267,True
primary_24h,2026-03-03,400,40,greedy,6569,312510,5208.5,50,400,14,0,267,True
primary_24h,2026-03-03,400,40,optimized,6569,312510,5208.5,50,400,14,0,267,True
primary_24h,2026-03-03,400,40,oracle,6501,332150,5535.833333333333,55,400,11,0,267,True
primary_24h,2026-03-04,0,0,no_action,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,0,greedy,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,0,optimized,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,0,oracle,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,1,no_action,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,1,greedy,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,1,optimized,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,1,oracle,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,2,no_action,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,2,greedy,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,2,optimized,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,2,oracle,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,5,no_action,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,5,greedy,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,5,optimized,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,5,oracle,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,10,no_action,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,10,greedy,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,10,optimized,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,10,oracle,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,20,no_action,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,20,greedy,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,20,optimized,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,20,oracle,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,40,no_action,6950,326550,5442.5,195,0,0,0,230,True
primary_24h,2026-03-04,0,40,greedy,6950,326550,5442.5,195,0,0,0,230,True
